Event_ID,Zone_ID,Camera_ID,Timestamp,Hour,Detection_Type,Detection_Confidence,Movement_Level
CAM_EVT_00231,SGR_ZONE_084,CAM_084_03,2026-08-21 09:59:54,9,Human,0.7893,0.7285
CAM_EVT_00232,SGR_ZONE_008,CAM_008_02,2026-08-21 05:04:46,5,Human,0.9119,0.3171
CAM_EVT_00233,SGR_ZONE_086,CAM_086_03,2026-08-21 09:29:49,9,Vehicle,0.9431,0.9085
CAM_EVT_00234,SGR_ZONE_145,CAM_145_02,2026-08-21 07:24:45,7,Animal/False Alarm,0.8655,0.2228
CAM_EVT_00235,SGR_ZONE_033,CAM_033_01,2026-08-21 04:40:25,4,Human,0.8911,0.4954
CAM_EVT_00236,SGR_ZONE_063,CAM_063_01,2026-08-21 20:12:30,20,Animal/False Alarm,0.9881,0.7643
CAM_EVT_00237,SGR_ZONE_068,CAM_068_02,2026-08-21 05:33:17,5,Human,0.7948,0.7007
CAM_EVT_00238,SGR_ZONE_141,CAM_141_01,2026-08-21 21:06:24,21,Human,0.952,0.4818
CAM_EVT_00239,SGR_ZONE_143,CAM_143_01,2026-08-21 00:48:31,0,Human,0.8149,0.7216
CAM_EVT_00240,SGR_ZONE_035,CAM_035_02,2026-08-21 09:01:45,9,Human,0.875,0.7012
CAM_EVT_00241,SGR_ZONE_009,CAM_009_03,2026-08-21 20:28:25,20,Vehicle,0.9759,0.8354
CAM_EVT_00242,SGR_ZONE_012,CAM_012_01,2026-08-21 14:42:47,14,Human,0.8682,0.6002
CAM_EVT_00243,SGR_ZONE_087,CAM_087_02,2026-08-21 20:22:42,20,Vehicle,0.9075,0.5909
CAM_EVT_00244,SGR_ZONE_080,CAM_080_03,2026-08-21 18:14:03,18,Human,0.9769,0.691
CAM_EVT_00245,SGR_ZONE_021,CAM_021_01,2026-08-21 15:52:51,15,Human,0.7294,0.5644
CAM_EVT_00246,SGR_ZONE_027,CAM_027_01,2026-08-21 03:29:17,3,Animal/False Alarm,0.8564,0.4335
CAM_EVT_00247,SGR_ZONE_002,CAM_002_01,2026-08-21 06:30:43,6,Animal/False Alarm,0.9387,0.5919
CAM_EVT_00248,SGR_ZONE_074,CAM_074_03,2026-08-21 09:41:55,9,Vehicle,0.9056,0.2802
CAM_EVT_00249,SGR_ZONE_036,CAM_036_02,2026-08-21 09:46:58,9,Animal/False Alarm,0.8596,0.2326
CAM_EVT_00250,SGR_ZONE_141,CAM_141_03,2026-08-21 08:14:09,8,Vehicle,0.8494,0.6452
CAM_EVT_00251,SGR_ZONE_122,CAM_122_01,2026-08-21 04:03:49,4,Animal/False Alarm,0.961,0.4651
CAM_EVT_00252,SGR_ZONE_019,CAM_019_03,2026-08-21 00:54:49,0,Vehicle,0.7277,0.6679
CAM_EVT_00253,SGR_ZONE_069,CAM_069_03,2026-08-21 20:16:21,20,Human,0.9521,0.5547
CAM_EVT_00254,SGR_ZONE_037,CAM_037_03,2026-08-21 08:13:12,8,Human,0.7598,0.6785
CAM_EVT_00255,SGR_ZONE_002,CAM_002_03,2026-08-21 06:40:48,6,Vehicle,0.896,0.532
CAM_EVT_00256,SGR_ZONE_024,CAM_024_02,2026-08-21 06:44:45,6,Human,0.9101,0.6338
CAM_EVT_00257,SGR_ZONE_036,CAM_036_01,2026-08-21 05:40:38,5,Animal/False Alarm,0.7556,0.4425
CAM_EVT_00258,SGR_ZONE_013,CAM_013_01,2026-08-21 20:07:37,20,Animal/False Alarm,0.8942,0.2524
CAM_EVT_00259,SGR_ZONE_050,CAM_050_03,2026-08-21 05:01:22,5,Vehicle,0.7941,0.4498
CAM_EVT_00260,SGR_ZONE_002,CAM_002_02,2026-08-21 07:21:43,7,Vehicle,0.9119,0.5489
CAM_EVT_00261,SGR_ZONE_036,CAM_036_01,2026-08-21 15:41:29,15,Human,0.9001,0.3507
CAM_EVT_00262,SGR_ZONE_121,CAM_121_03,2026-08-21 19:02:15,19,Vehicle,0.8008,0.6987
CAM_EVT_00263,SGR_ZONE_030,CAM_030_01,2026-08-21 19:39:55,19,Human,0.9825,0.215
CAM_EVT_00264,SGR_ZONE_108,CAM_108_01,2026-08-21 17:07:38,17,Animal/False Alarm,0.8511,0.6677
CAM_EVT_00265,SGR_ZONE_032,CAM_032_01,2026-08-21 13:35:32,13,Vehicle,0.847,0.3195
CAM_EVT_00266,SGR_ZONE_114,CAM_114_01,2026-08-21 08:00:10,8,Human,0.7254,0.9027
CAM_EVT_00267,SGR_ZONE_067,CAM_067_02,2026-08-21 02:21:42,2,Human,0.8742,0.5868
CAM_EVT_00268,SGR_ZONE_143,CAM_143_02,2026-08-21 16:41:37,16,Vehicle,0.8134,0.5759
CAM_EVT_00269,SGR_ZONE_082,CAM_082_01,2026-08-21 05:02:15,5,Human,0.9546,0.851
CAM_EVT_00270,SGR_ZONE_007,CAM_007_02,2026-08-21 01:34:17,1,Human,0.8169,0.3301
CAM_EVT_00271,SGR_ZONE_020,CAM_020_02,2026-08-21 21:32:35,21,Vehicle,0.9385,0.2994
CAM_EVT_00272,SGR_ZONE_095,CAM_095_02,2026-08-21 19:02:34,19,Human,0.9605,0.822
CAM_EVT_00273,SGR_ZONE_134,CAM_134_01,2026-08-21 03:24:14,3,Vehicle,0.7353,0.5587
CAM_EVT_00274,SGR_ZONE_068,CAM_068_01,2026-08-21 12:30:13,12,Vehicle,0.9801,0.5244
CAM_EVT_00275,SGR_ZONE_020,CAM_020_02,2026-08-21 10:01:59,10,Human,0.9469,0.2002
CAM_EVT_00276,SGR_ZONE_031,CAM_031_03,2026-08-21 10:49:30,10,Vehicle,0.7556,0.3588
CAM_EVT_00277,SGR_ZONE_056,CAM_056_03,2026-08-21 08:27:45,8,Animal/False Alarm,0.7694,0.3067
CAM_EVT_00278,SGR_ZONE_115,CAM_115_03,2026-08-21 06:39:16,6,Vehicle,0.7181,0.5821
CAM_EVT_00279,SGR_ZONE_101,CAM_101_03,2026-08-21 05:38:49,5,Human,0.7504,0.6918
CAM_EVT_00280,SGR_ZONE_063,CAM_063_01,2026-08-21 06:26:27,6,Animal/False Alarm,0.8304,0.346
CAM_EVT_00281,SGR_ZONE_014,CAM_014_03,2026-08-21 01:26:20,1,Vehicle,0.9231,0.2083
CAM_EVT_00282,SGR_ZONE_079,CAM_079_01,2026-08-21 00:12:20,0,Vehicle,0.7398,0.6015
CAM_EVT_00283,SGR_ZONE_082,CAM_082_01,2026-08-21 10:20:51,10,Animal/False Alarm,0.8415,0.2823
CAM_EVT_00284,SGR_ZONE_117,CAM_117_02,2026-08-21 17:39:34,17,Human,0.9508,0.3826
CAM_EVT_00285,SGR_ZONE_042,CAM_042_01,2026-08-21 23:08:40,23,Animal/False Alarm,0.7386,0.2766
CAM_EVT_00286,SGR_ZONE_129,CAM_129_02,2026-08-21 07:20:27,7,Human,0.7739,0.8307
CAM_EVT_00287,SGR_ZONE_034,CAM_034_03,2026-08-21 22:23:44,22,Vehicle,0.7658,0.867
CAM_EVT_00288,SGR_ZONE_069,CAM_069_01,2026-08-21 22:42:00,22,Human,0.7139,0.2285
CAM_EVT_00289,SGR_ZONE_109,CAM_109_03,2026-08-21 20:39:57,20,Human,0.7035,0.9174
CAM_EVT_00290,SGR_ZONE_110,CAM_110_03,2026-08-21 18:42:57,18,Animal/False Alarm,0.9733,0.7879
CAM_EVT_00291,SGR_ZONE_005,CAM_005_01,2026-08-21 05:46:31,5,Vehicle,0.9217,0.3988
CAM_EVT_00292,SGR_ZONE_112,CAM_112_01,2026-08-21 01:14:49,1,Human,0.9231,0.6685
CAM_EVT_00293,SGR_ZONE_049,CAM_049_02,2026-08-21 22:49:09,22,Human,0.7201,0.9199
CAM_EVT_00294,SGR_ZONE_149,CAM_149_03,2026-08-21 15:31:31,15,Animal/False Alarm,0.8745,0.6368
CAM_EVT_00295,SGR_ZONE_124,CAM_124_02,2026-08-21 22:08:24,22,Human,0.7981,0.8961
CAM_EVT_00296,SGR_ZONE_059,CAM_059_02,2026-08-21 19:20:43,19,Human,0.8778,0.9073
CAM_EVT_00297,SGR_ZONE_032,CAM_032_03,2026-08-21 22:38:48,22,Animal/False Alarm,0.8873,0.4144
CAM_EVT_00298,SGR_ZONE_012,CAM_012_01,2026-08-21 07:45:39,7,Vehicle,0.8845,0.3658
CAM_EVT_00299,SGR_ZONE_135,CAM_135_03,2026-08-21 10:24:21,10,Vehicle,0.7515,0.6088
CAM_EVT_00300,SGR_ZONE_092,CAM_092_01,2026-08-21 19:26:49,19,Vehicle,0.7313,0.714
CAM_EVT_00301,SGR_ZONE_095,CAM_095_03,2026-08-21 10:36:32,10,Vehicle,0.9438,0.7496
CAM_EVT_00302,SGR_ZONE_003,CAM_003_03,2026-08-21 11:46:24,11,Human,0.744,0.2703
CAM_EVT_00303,SGR_ZONE_128,CAM_128_01,2026-08-21 00:43:04,0,Human,0.8339,0.207
CAM_EVT_00304,SGR_ZONE_003,CAM_003_01,2026-08-21 01:42:24,1,Human,0.7562,0.8599
CAM_EVT_00305,SGR_ZONE_010,CAM_010_01,2026-08-21 08:47:12,8,Vehicle,0.8786,0.341
CAM_EVT_00306,SGR_ZONE_137,CAM_137_02,2026-08-21 13:13:56,13,Animal/False Alarm,0.9436,0.8245
CAM_EVT_00307,SGR_ZONE_121,CAM_121_03,2026-08-21 18:36:57,18,Vehicle,0.9442,0.5527
CAM_EVT_00308,SGR_ZONE_132,CAM_132_03,2026-08-21 02:25:36,2,Human,0.9094,0.8646
CAM_EVT_00309,SGR_ZONE_054,CAM_054_03,2026-08-21 12:19:16,12,Human,0.8797,0.4666
CAM_EVT_00310,SGR_ZONE_119,CAM_119_03,2026-08-21 15:57:54,15,Vehicle,0.8863,0.2486
CAM_EVT_00311,SGR_ZONE_132,CAM_132_02,2026-08-21 18:48:45,18,Vehicle,0.8738,0.6516
CAM_EVT_00312,SGR_ZONE_150,CAM_150_01,2026-08-21 03:18:47,3,Vehicle,0.9848,0.3574
CAM_EVT_00313,SGR_ZONE_094,CAM_094_03,2026-08-21 16:58:27,16,Vehicle,0.7684,0.4786
CAM_EVT_00314,SGR_ZONE_047,CAM_047_03,2026-08-21 05:03:19,5,Vehicle,0.7868,0.3301
CAM_EVT_00315,SGR_ZONE_047,CAM_047_03,2026-08-21 06:08:25,6,Vehicle,0.9874,0.7604
CAM_EVT_00316,SGR_ZONE_144,CAM_144_01,2026-08-21 12:42:48,12,Human,0.805,0.4509
CAM_EVT_00317,SGR_ZONE_094,CAM_094_02,2026-08-21 18:52:18,18,Vehicle,0.9023,0.8972
CAM_EVT_00318,SGR_ZONE_035,CAM_035_02,2026-08-21 19:48:20,19,Human,0.8093,0.5463
CAM_EVT_00319,SGR_ZONE_074,CAM_074_01,2026-08-21 06:49:34,6,Vehicle,0.883,0.2374
CAM_EVT_00320,SGR_ZONE_129,CAM_129_01,2026-08-21 11:59:56,11,Human,0.7166,0.3689
CAM_EVT_00321,SGR_ZONE_031,CAM_031_01,2026-08-21 21:27:06,21,Animal/False Alarm,0.72,0.2428
CAM_EVT_00322,SGR_ZONE_014,CAM_014_02,2026-08-21 12:05:43,12,Human,0.9202,0.5373
CAM_EVT_00323,SGR_ZONE_073,CAM_073_01,2026-08-21 10:56:20,10,Animal/False Alarm,0.7135,0.6648
CAM_EVT_00324,SGR_ZONE_007,CAM_007_02,2026-08-21 19:23:14,19,Animal/False Alarm,0.7063,0.6978
CAM_EVT_00325,SGR_ZONE_149,CAM_149_02,2026-08-21 04:57:20,4,Animal/False Alarm,0.9284,0.6683
CAM_EVT_00326,SGR_ZONE_082,CAM_082_01,2026-08-21 18:50:24,18,Vehicle,0.7574,0.624
CAM_EVT_00327,SGR_ZONE_085,CAM_085_01,2026-08-21 09:56:06,9,Human,0.7064,0.74
CAM_EVT_00328,SGR_ZONE_086,CAM_086_03,2026-08-21 10:40:38,10,Vehicle,0.9843,0.3706
CAM_EVT_00329,SGR_ZONE_086,CAM_086_01,2026-08-21 00:09:20,0,Vehicle,0.7237,0.5437
CAM_EVT_00330,SGR_ZONE_005,CAM_005_02,2026-08-21 15:47:50,15,Vehicle,0.7627,0.2732
CAM_EVT_00331,SGR_ZONE_125,CAM_125_03,2026-08-21 09:34:50,9,Vehicle,0.7181,0.5844
CAM_EVT_00332,SGR_ZONE_063,CAM_063_01,2026-08-21 03:45:51,3,Human,0.775,0.3235
CAM_EVT_00333,SGR_ZONE_143,CAM_143_01,2026-08-21 08:39:57,8,Vehicle,0.7469,0.3916
CAM_EVT_00334,SGR_ZONE_028,CAM_028_02,2026-08-21 02:07:43,2,Vehicle,0.8602,0.2706
CAM_EVT_00335,SGR_ZONE_097,CAM_097_02,2026-08-21 17:42:18,17,Vehicle,0.7306,0.6926
CAM_EVT_00336,SGR_ZONE_051,CAM_051_03,2026-08-21 08:35:36,8,Human,0.8518,0.4154
CAM_EVT_00337,SGR_ZONE_085,CAM_085_03,2026-08-21 17:41:59,17,Vehicle,0.7568,0.8727
CAM_EVT_00338,SGR_ZONE_012,CAM_012_02,2026-08-21 17:42:39,17,Human,0.9486,0.8796
CAM_EVT_00339,SGR_ZONE_129,CAM_129_03,2026-08-21 10:36:03,10,Human,0.9593,0.6907
CAM_EVT_00340,SGR_ZONE_110,CAM_110_02,2026-08-21 22:15:00,22,Animal/False Alarm,0.7341,0.7548
CAM_EVT_00341,SGR_ZONE_063,CAM_063_01,2026-08-21 03:27:37,3,Animal/False Alarm,0.8937,0.676
CAM_EVT_00342,SGR_ZONE_059,CAM_059_03,2026-08-21 03:24:19,3,Human,0.8992,0.2698
CAM_EVT_00343,SGR_ZONE_126,CAM_126_02,2026-08-21 19:37:49,19,Vehicle,0.7543,0.8436
CAM_EVT_00344,SGR_ZONE_134,CAM_134_03,2026-08-21 11:43:08,11,Vehicle,0.9865,0.876
CAM_EVT_00345,SGR_ZONE_131,CAM_131_02,2026-08-21 00:20:34,0,Human,0.9065,0.8195
CAM_EVT_00346,SGR_ZONE_034,CAM_034_01,2026-08-21 22:47:21,22,Vehicle,0.7555,0.6603
CAM_EVT_00347,SGR_ZONE_017,CAM_017_01,2026-08-21 00:19:15,0,Animal/False Alarm,0.9447,0.3905
CAM_EVT_00348,SGR_ZONE_066,CAM_066_03,2026-08-21 08:19:59,8,Vehicle,0.7202,0.3312
CAM_EVT_00349,SGR_ZONE_001,CAM_001_03,2026-08-21 14:37:14,14,Human,0.8864,0.7206
CAM_EVT_00350,SGR_ZONE_021,CAM_021_03,2026-08-21 03:11:16,3,Vehicle,0.8184,0.7694
CAM_EVT_00351,SGR_ZONE_039,CAM_039_01,2026-08-21 00:05:58,0,Vehicle,0.8928,0.3952
CAM_EVT_00352,SGR_ZONE_091,CAM_091_02,2026-08-21 07:34:18,7,Human,0.8335,0.8484
CAM_EVT_00353,SGR_ZONE_030,CAM_030_03,2026-08-21 23:13:25,23,Human,0.8225,0.2315
CAM_EVT_00354,SGR_ZONE_102,CAM_102_03,2026-08-21 02:41:18,2,Human,0.9052,0.9296
CAM_EVT_00355,SGR_ZONE_028,CAM_028_01,2026-08-21 22:56:59,22,Animal/False Alarm,0.9107,0.4286
CAM_EVT_00356,SGR_ZONE_019,CAM_019_03,2026-08-21 03:39:16,3,Human,0.7633,0.2902
CAM_EVT_00357,SGR_ZONE_030,CAM_030_01,2026-08-21 10:52:34,10,Human,0.8359,0.4259
CAM_EVT_00358,SGR_ZONE_078,CAM_078_02,2026-08-21 01:40:45,1,Vehicle,0.7187,0.8579
CAM_EVT_00359,SGR_ZONE_086,CAM_086_01,2026-08-21 16:47:29,16,Animal/False Alarm,0.8816,0.5985
CAM_EVT_00360,SGR_ZONE_012,CAM_012_03,2026-08-21 20:04:47,20,Human,0.9289,0.63
CAM_EVT_00361,SGR_ZONE_020,CAM_020_01,2026-08-21 08:03:34,8,Vehicle,0.7333,0.2704
CAM_EVT_00362,SGR_ZONE_065,CAM_065_01,2026-08-21 13:46:14,13,Vehicle,0.7238,0.883
CAM_EVT_00363,SGR_ZONE_105,CAM_105_03,2026-08-21 18:37:19,18,Animal/False Alarm,0.8286,0.6553
CAM_EVT_00364,SGR_ZONE_132,CAM_132_03,2026-08-21 12:02:21,12,Vehicle,0.7302,0.4884
CAM_EVT_00365,SGR_ZONE_091,CAM_091_03,2026-08-21 21:24:17,21,Animal/False Alarm,0.778,0.5052
CAM_EVT_00366,SGR_ZONE_145,CAM_145_01,2026-08-21 09:00:56,9,Vehicle,0.7132,0.305
CAM_EVT_00367,SGR_ZONE_093,CAM_093_01,2026-08-21 12:19:55,12,Vehicle,0.7569,0.6581
CAM_EVT_00368,SGR_ZONE_141,CAM_141_01,2026-08-21 10:19:59,10,Human,0.7022,0.3643
CAM_EVT_00369,SGR_ZONE_097,CAM_097_02,2026-08-21 09:42:53,9,Vehicle,0.8272,0.3639
CAM_EVT_00370,SGR_ZONE_126,CAM_126_01,2026-08-21 23:20:50,23,Human,0.7253,0.6628
CAM_EVT_00371,SGR_ZONE_059,CAM_059_03,2026-08-21 13:18:10,13,Vehicle,0.7086,0.7066
CAM_EVT_00372,SGR_ZONE_077,CAM_077_03,2026-08-21 11:07:07,11,Human,0.8144,0.5164
CAM_EVT_00373,SGR_ZONE_109,CAM_109_01,2026-08-21 04:07:24,4,Human,0.9389,0.9163
CAM_EVT_00374,SGR_ZONE_091,CAM_091_02,2026-08-21 14:19:17,14,Human,0.7747,0.2446
CAM_EVT_00375,SGR_ZONE_146,CAM_146_02,2026-08-21 04:18:46,4,Vehicle,0.9321,0.697
CAM_EVT_00376,SGR_ZONE_084,CAM_084_01,2026-08-21 06:01:28,6,Human,0.7233,0.4661
CAM_EVT_00377,SGR_ZONE_105,CAM_105_02,2026-08-21 17:50:53,17,Human,0.8722,0.2076
CAM_EVT_00378,SGR_ZONE_121,CAM_121_03,2026-08-21 01:28:37,1,Animal/False Alarm,0.91,0.2904
CAM_EVT_00379,SGR_ZONE_131,CAM_131_02,2026-08-21 02:42:00,2,Human,0.7034,0.5165
CAM_EVT_00380,SGR_ZONE_055,CAM_055_01,2026-08-21 22:23:56,22,Human,0.9639,0.806
CAM_EVT_00381,SGR_ZONE_038,CAM_038_01,2026-08-21 22:08:52,22,Vehicle,0.8247,0.7047
CAM_EVT_00382,SGR_ZONE_122,CAM_122_02,2026-08-21 11:14:40,11,Human,0.9315,0.8168
CAM_EVT_00383,SGR_ZONE_063,CAM_063_03,2026-08-21 21:35:59,21,Human,0.8688,0.4784
CAM_EVT_00384,SGR_ZONE_034,CAM_034_01,2026-08-21 14:19:18,14,Vehicle,0.713,0.7714
CAM_EVT_00385,SGR_ZONE_146,CAM_146_03,2026-08-21 16:48:37,16,Human,0.7208,0.5072
CAM_EVT_00386,SGR_ZONE_064,CAM_064_01,2026-08-21 05:00:30,5,Vehicle,0.9441,0.6352
CAM_EVT_00387,SGR_ZONE_132,CAM_132_01,2026-08-21 02:10:44,2,Human,0.8408,0.2207
CAM_EVT_00388,SGR_ZONE_004,CAM_004_02,2026-08-21 09:50:49,9,Human,0.709,0.491
CAM_EVT_00389,SGR_ZONE_006,CAM_006_03,2026-08-21 04:41:59,4,Human,0.8415,0.2975
CAM_EVT_00390,SGR_ZONE_101,CAM_101_03,2026-08-21 16:28:12,16,Animal/False Alarm,0.8749,0.82
CAM_EVT_00391,SGR_ZONE_059,CAM_059_03,2026-08-21 21:03:04,21,Human,0.709,0.9281
CAM_EVT_00392,SGR_ZONE_049,CAM_049_01,2026-08-21 18:02:41,18,Vehicle,0.921,0.8252
CAM_EVT_00393,SGR_ZONE_098,CAM_098_01,2026-08-21 11:20:43,11,Human,0.7167,0.4568
CAM_EVT_00394,SGR_ZONE_139,CAM_139_03,2026-08-21 02:12:46,2,Vehicle,0.7479,0.6372
CAM_EVT_00395,SGR_ZONE_098,CAM_098_03,2026-08-21 17:39:21,17,Human,0.9269,0.7509
CAM_EVT_00396,SGR_ZONE_019,CAM_019_01,2026-08-21 04:35:53,4,Vehicle,0.7429,0.8394
CAM_EVT_00397,SGR_ZONE_147,CAM_147_03,2026-08-21 12:46:11,12,Animal/False Alarm,0.9637,0.7416
CAM_EVT_00398,SGR_ZONE_149,CAM_149_02,2026-08-21 19:40:45,19,Vehicle,0.7362,0.7957
CAM_EVT_00399,SGR_ZONE_012,CAM_012_02,2026-08-21 11:51:31,11,Human,0.8342,0.9357
CAM_EVT_00400,SGR_ZONE_070,CAM_070_03,2026-08-21 23:22:14,23,Human,0.8425,0.5918
CAM_EVT_00401,SGR_ZONE_082,CAM_082_03,2026-08-21 02:47:08,2,Vehicle,0.8715,0.8049
CAM_EVT_00402,SGR_ZONE_072,CAM_072_01,2026-08-21 18:37:02,18,Human,0.9456,0.8698
CAM_EVT_00403,SGR_ZONE_069,CAM_069_01,2026-08-21 17:31:21,17,Animal/False Alarm,0.764,0.7505
CAM_EVT_00404,SGR_ZONE_093,CAM_093_02,2026-08-21 20:15:11,20,Vehicle,0.9008,0.3008
CAM_EVT_00405,SGR_ZONE_035,CAM_035_02,2026-08-21 07:25:48,7,Animal/False Alarm,0.7026,0.9484
CAM_EVT_00406,SGR_ZONE_071,CAM_071_02,2026-08-21 00:14:36,0,Human,0.914,0.8256
CAM_EVT_00407,SGR_ZONE_141,CAM_141_01,2026-08-21 02:01:39,2,Animal/False Alarm,0.9347,0.8633
CAM_EVT_00408,SGR_ZONE_023,CAM_023_01,2026-08-21 05:10:34,5,Vehicle,0.7813,0.7156
CAM_EVT_00409,SGR_ZONE_072,CAM_072_03,2026-08-21 12:18:58,12,Vehicle,0.8673,0.7233
CAM_EVT_00410,SGR_ZONE_102,CAM_102_02,2026-08-21 15:37:59,15,Human,0.8452,0.7959
CAM_EVT_00411,SGR_ZONE_066,CAM_066_02,2026-08-21 01:38:02,1,Vehicle,0.8934,0.3583
CAM_EVT_00412,SGR_ZONE_136,CAM_136_03,2026-08-21 06:52:38,6,Animal/False Alarm,0.8175,0.8796
CAM_EVT_00413,SGR_ZONE_065,CAM_065_01,2026-08-21 20:18:56,20,Vehicle,0.9839,0.6526
CAM_EVT_00414,SGR_ZONE_025,CAM_025_02,2026-08-21 09:09:35,9,Human,0.9087,0.8502
CAM_EVT_00415,SGR_ZONE_054,CAM_054_02,2026-08-21 23:14:21,23,Human,0.907,0.8169
CAM_EVT_00416,SGR_ZONE_030,CAM_030_03,2026-08-21 11:54:30,11,Human,0.9659,0.7405
CAM_EVT_00417,SGR_ZONE_034,CAM_034_02,2026-08-21 16:14:56,16,Animal/False Alarm,0.9093,0.4037
CAM_EVT_00418,SGR_ZONE_093,CAM_093_02,2026-08-21 23:49:07,23,Vehicle,0.8721,0.8718
CAM_EVT_00419,SGR_ZONE_134,CAM_134_01,2026-08-21 00:42:18,0,Animal/False Alarm,0.724,0.8982
CAM_EVT_00420,SGR_ZONE_137,CAM_137_03,2026-08-21 18:12:18,18,Animal/False Alarm,0.8658,0.8804
CAM_EVT_00421,SGR_ZONE_112,CAM_112_03,2026-08-21 00:59:26,0,Human,0.8992,0.5704
CAM_EVT_00422,SGR_ZONE_120,CAM_120_03,2026-08-21 12:36:32,12,Human,0.7484,0.7348
CAM_EVT_00423,SGR_ZONE_024,CAM_024_03,2026-08-21 20:19:18,20,Animal/False Alarm,0.9037,0.4235
CAM_EVT_00424,SGR_ZONE_140,CAM_140_01,2026-08-21 08:34:46,8,Human,0.8044,0.9176
CAM_EVT_00425,SGR_ZONE_146,CAM_146_02,2026-08-21 12:17:36,12,Vehicle,0.7008,0.8442
CAM_EVT_00426,SGR_ZONE_141,CAM_141_03,2026-08-21 21:55:21,21,Vehicle,0.8076,0.8523
CAM_EVT_00427,SGR_ZONE_100,CAM_100_01,2026-08-21 07:06:35,7,Vehicle,0.7104,0.4961
CAM_EVT_00428,SGR_ZONE_018,CAM_018_03,2026-08-21 07:53:53,7,Human,0.887,0.4963
CAM_EVT_00429,SGR_ZONE_065,CAM_065_01,2026-08-21 21:53:09,21,Human,0.8067,0.2436
CAM_EVT_00430,SGR_ZONE_053,CAM_053_03,2026-08-21 23:01:21,23,Animal/False Alarm,0.7043,0.4843
CAM_EVT_00431,SGR_ZONE_081,CAM_081_02,2026-08-21 16:11:53,16,Human,0.8429,0.5032
CAM_EVT_00432,SGR_ZONE_116,CAM_116_01,2026-08-21 05:00:19,5,Vehicle,0.9794,0.5893
CAM_EVT_00433,SGR_ZONE_119,CAM_119_03,2026-08-21 21:52:41,21,Human,0.7381,0.8428
CAM_EVT_00434,SGR_ZONE_134,CAM_134_03,2026-08-21 06:51:56,6,Human,0.7851,0.7799
CAM_EVT_00435,SGR_ZONE_126,CAM_126_03,2026-08-21 18:08:31,18,Vehicle,0.859,0.8594
CAM_EVT_00436,SGR_ZONE_075,CAM_075_01,2026-08-21 03:39:02,3,Vehicle,0.7844,0.3553
CAM_EVT_00437,SGR_ZONE_098,CAM_098_02,2026-08-21 03:25:39,3,Vehicle,0.9168,0.5554
CAM_EVT_00438,SGR_ZONE_137,CAM_137_03,2026-08-21 14:31:27,14,Vehicle,0.9875,0.6084
CAM_EVT_00439,SGR_ZONE_022,CAM_022_01,2026-08-21 09:58:44,9,Human,0.9104,0.6648
CAM_EVT_00440,SGR_ZONE_083,CAM_083_03,2026-08-21 10:42:00,10,Animal/False Alarm,0.8529,0.8798
CAM_EVT_00441,SGR_ZONE_049,CAM_049_03,2026-08-21 14:30:40,14,Animal/False Alarm,0.7842,0.5525
CAM_EVT_00442,SGR_ZONE_026,CAM_026_01,2026-08-21 23:53:32,23,Animal/False Alarm,0.8442,0.3727
CAM_EVT_00443,SGR_ZONE_015,CAM_015_01,2026-08-21 21:17:13,21,Animal/False Alarm,0.9791,0.6657
CAM_EVT_00444,SGR_ZONE_046,CAM_046_01,2026-08-21 07:43:44,7,Vehicle,0.8627,0.848
CAM_EVT_00445,SGR_ZONE_108,CAM_108_01,2026-08-21 11:05:40,11,Human,0.9885,0.5954
CAM_EVT_00446,SGR_ZONE_016,CAM_016_03,2026-08-21 11:10:36,11,Vehicle,0.8179,0.9148
CAM_EVT_00447,SGR_ZONE_089,CAM_089_02,2026-08-21 05:03:43,5,Vehicle,0.7212,0.6668
CAM_EVT_00448,SGR_ZONE_115,CAM_115_01,2026-08-21 20:15:01,20,Animal/False Alarm,0.9737,0.9201
CAM_EVT_00449,SGR_ZONE_008,CAM_008_01,2026-08-21 00:42:38,0,Animal/False Alarm,0.9242,0.4325
CAM_EVT_00450,SGR_ZONE_081,CAM_081_03,2026-08-21 11:08:36,11,Animal/False Alarm,0.9214,0.8414
CAM_EVT_00451,SGR_ZONE_074,CAM_074_01,2026-08-21 20:23:41,20,Human,0.8601,0.8036
CAM_EVT_00452,SGR_ZONE_104,CAM_104_02,2026-08-21 02:43:12,2,Vehicle,0.9344,0.3904
CAM_EVT_00453,SGR_ZONE_010,CAM_010_01,2026-08-21 00:31:24,0,Human,0.9871,0.9161
CAM_EVT_00454,SGR_ZONE_093,CAM_093_03,2026-08-21 02:34:48,2,Human,0.8138,0.7657
CAM_EVT_00455,SGR_ZONE_103,CAM_103_03,2026-08-21 19:52:26,19,Human,0.8804,0.9443
CAM_EVT_00456,SGR_ZONE_082,CAM_082_01,2026-08-21 19:22:09,19,Human,0.7556,0.8887
CAM_EVT_00457,SGR_ZONE_059,CAM_059_03,2026-08-21 21:33:55,21,Vehicle,0.7663,0.9172
CAM_EVT_00458,SGR_ZONE_068,CAM_068_01,2026-08-21 11:25:50,11,Vehicle,0.8634,0.5206
CAM_EVT_00459,SGR_ZONE_147,CAM_147_01,2026-08-21 07:04:20,7,Human,0.9593,0.9098
CAM_EVT_00460,SGR_ZONE_132,CAM_132_03,2026-08-21 07:40:47,7,Vehicle,0.8443,0.3535
CAM_EVT_00461,SGR_ZONE_147,CAM_147_03,2026-08-21 14:34:36,14,Human,0.8845,0.4733
