Zone_ID,Latitude,Longitude,Avg_Elevation,Min_Elevation,Max_Elevation,Avg_Slope,Max_Slope,Terrain_Risk,Temperature,Humidity,Pressure,Visibility,Wind_Speed,Clouds,Visibility_Risk,Weather_Risk,NDVI,Vegetation_Density,Land_Cover,Vegetation_Risk,Coverage_Pct,Blind_Spots,Max_Gap_Hours,Patrols_Conducted,Night_Shifts,Vehicles_Available,Drones_Deployed,Readiness_Score,Patrol_Risk,Historical_Event_Count,Successful_Detection_Count,Detection_Rate,Average_Response_Time,Night_Event_Count,Historical_Risk,Human_Detection_Count,Vehicle_Detection_Count,Avg_Camera_Confidence,Night_Movement_Count,Camera_Activity_Score,Motion_Score,Infrared_Score,Acoustic_Score,Seismic_Score,Sensor_Activity_Score,Environmental_Risk_Score,Operational_Risk_Score,Historical_Risk_Score,Risk_Score,Risk_Level
SGR_ZONE_059,34.05769,74.8654,1729.15,1577.0,2215.0,9.45,48.09,0.1522,0.2939,0.4475,0.1875,10000.0,0.3109,0.3021,1,0.3448,0.2814,0.2511,Alpine Scrub,0.3507,95.12,0.33,9.22,11.5,5.0,2.0,0.0,72.38,0.2079,21,18,0.8571,36.44,21,0.2896,5,4,0.8088,7,0.57,0.2338,0.9096,0.0,0.2295,0.3891,0.2698,0.3166,0.2896,36.39,Medium
SGR_ZONE_060,34.05769,74.89488,2102.72,1630.0,2632.0,17.12,37.57,0.2972,0.3884,0.5513,0.1875,10000.0,0.635,0.1771,1,0.2932,0.3635,0.4375,Grassland,0.4625,89.36,0.5,3.39,35.08,13.33,2.25,0.0,94.48,0.0943,26,25,0.9615,35.68,26,0.2786,1,3,0.8383,2,0.2033,0.0,0.3865,0.3426,0.0,0.1845,0.3541,0.1341,0.2786,19.26,Low
SGR_ZONE_061,34.05769,74.92437,1815.1,1606.0,2387.0,9.67,33.09,0.165,0.5101,0.5894,0.25,10000.0,0.6591,0.1042,1,0.2751,0.3241,0.311,Alpine Scrub,0.3866,82.72,1.17,3.7,18.5,7.25,2.08,0.0,73.33,0.171,36,28,0.7778,29.82,36,0.3797,6,4,0.8539,3,0.5133,0.2148,0.1815,0.5326,0.2868,0.2792,0.2701,0.2611,0.3797,39.89,Medium
SGR_ZONE_062,34.05769,74.95386,1659.83,1612.0,1838.0,2.37,16.22,0.0499,0.6842,0.6306,0.25,10000.0,0.7395,0.1146,1,0.26,0.3626,0.3287,Grassland,0.3972,98.23,0.0,6.38,15.83,6.83,1.83,0.0,78.14,0.1403,21,17,0.8095,34.88,21,0.3011,2,3,0.8752,2,0.2533,0.2508,0.2626,0.2657,0.5771,0.3063,0.224,0.1961,0.3011,11.49,Low
SGR_ZONE_063,34.05769,74.98335,1980.81,1671.0,2435.0,13.02,32.42,0.2286,0.4026,0.6875,0.3125,10000.0,0.8325,0.3021,1,0.3182,0.2877,0.426,Alpine Scrub,0.4556,99.77,0.0,11.6,9.5,4.33,2.08,0.0,73.74,0.2221,38,30,0.7895,39.93,38,0.4205,6,3,0.8488,8,0.6133,0.2321,0.2366,0.1047,0.3201,0.2212,0.3304,0.3002,0.4205,61.28,High
SGR_ZONE_064,34.05769,75.01284,2051.97,1810.0,2492.0,11.33,36.77,0.2142,0.2985,0.7288,0.375,10000.0,0.8482,0.375,1,0.3224,0.1529,0.1398,Alpine Scrub,0.2839,88.75,0.67,11.8,12.92,5.5,2.17,0.0,72.33,0.2666,24,19,0.7917,36.26,24,0.3288,2,4,0.7951,2,0.2867,0.2525,0.5316,0.3769,0.012,0.325,0.2656,0.2823,0.3288,35.62,Medium
SGR_ZONE_065,34.08323,74.61474,1595.29,1582.0,1664.0,2.02,10.97,0.0379,0.2449,0.8169,0.4375,10000.0,0.9622,0.4688,1,0.3469,0.2324,0.2305,Alpine Scrub,0.3383,100.0,0.0,6.67,9.92,4.42,1.67,0.0,69.92,0.1574,20,15,0.75,26.0,20,0.2867,5,6,0.8424,6,0.61,0.2024,0.0,0.8331,0.0,0.2375,0.2203,0.2639,0.2867,19.73,Low
SGR_ZONE_066,34.08323,74.64423,1585.72,1577.0,1645.0,1.36,4.53,0.028,0.372,0.8394,0.4375,10000.0,1.0,0.4479,1,0.3436,0.0937,0.1065,Barren Rocky,0.1439,89.34,0.67,8.85,17.75,7.0,2.25,0.0,77.91,0.2112,47,35,0.7447,37.29,47,0.478,0,5,0.8396,3,0.2467,0.4608,0.5287,0.41,0.0,0.4019,0.1475,0.2564,0.478,33.04,Medium
SGR_ZONE_067,34.08323,74.67372,1584.19,1578.0,1596.0,1.06,2.83,0.0237,0.316,0.9119,0.5,10000.0,0.8439,0.4271,1,0.3757,0.1271,0.1635,Barren Rocky,0.1781,92.33,0.5,10.46,15.25,6.33,2.08,0.0,75.78,0.2288,29,20,0.6897,33.95,29,0.3849,5,1,0.8958,3,0.3633,0.5228,0.6345,0.3758,0.3393,0.4994,0.1657,0.3098,0.3849,31.75,Medium
SGR_ZONE_068,34.08323,74.70321,1583.26,1574.0,1595.0,1.48,7.62,0.0292,0.2654,0.9688,0.5,10000.0,0.7857,0.3958,1,0.4007,0.134,0.2248,Barren Rocky,0.2149,82.65,1.25,2.77,30.25,11.42,2.08,0.0,85.64,0.1351,25,20,0.8,31.55,25,0.3158,6,4,0.8105,5,0.5667,0.4212,0.3245,0.1689,0.3154,0.3259,0.1871,0.2596,0.3158,17.72,Low
SGR_ZONE_069,34.08323,74.7327,1586.14,1568.0,1608.0,1.61,7.65,0.0313,0.353,1.0,0.5625,10000.0,0.6771,0.5,1,0.4366,0.1413,0.1394,Barren Rocky,0.1636,78.67,1.75,2.75,30.58,11.67,1.92,0.0,82.13,0.1623,22,17,0.7727,34.88,22,0.3196,4,1,0.8298,4,0.34,0.4698,0.6166,0.2481,0.5496,0.4815,0.1789,0.2617,0.3196,17.28,Low
SGR_ZONE_070,34.08323,74.76219,1582.72,1576.0,1588.0,1.41,9.55,0.0282,0.3703,1.0,0.5625,10000.0,0.6045,0.5833,1,0.4513,0.2667,0.2318,Alpine Scrub,0.3391,95.3,0.33,8.41,9.58,4.17,1.67,0.0,66.62,0.2071,45,34,0.7556,27.62,45,0.4307,3,3,0.8134,6,0.41,0.2671,0.4796,0.4698,0.4985,0.4061,0.2428,0.2875,0.4307,46.7,Medium
SGR_ZONE_071,34.08323,74.79167,1586.21,1577.0,1594.0,1.45,3.2,0.0292,0.1857,0.9644,0.5625,10000.0,0.6765,0.7396,1,0.4718,0.2185,0.3057,Alpine Scrub,0.3834,83.06,1.0,5.52,29.92,11.42,2.0,0.0,85.3,0.1687,40,33,0.825,26.52,40,0.3746,3,2,0.8917,4,0.3233,0.2787,0.5799,0.1671,0.0,0.3049,0.2638,0.2269,0.3746,32.75,Medium
SGR_ZONE_072,34.08323,74.82116,1587.6,1578.0,1601.0,1.75,9.5,0.0333,0.2311,0.9587,0.625,10000.0,0.8073,0.7917,1,0.4588,0.0715,0.0878,Barren Rocky,0.1327,84.71,1.17,3.3,17.0,6.92,1.92,0.0,71.48,0.1649,44,39,0.8864,33.92,44,0.4003,5,5,0.8618,3,0.4967,0.0465,0.0,0.3483,0.6125,0.1778,0.1745,0.2338,0.4003,23.15,Low
SGR_ZONE_073,34.08323,74.85065,1619.17,1580.0,1811.0,5.18,22.55,0.0826,0.2406,0.9219,0.6875,10000.0,0.7431,0.7917,1,0.4511,0.2217,0.283,Alpine Scrub,0.3698,80.17,1.42,5.79,22.75,8.83,2.25,0.0,78.24,0.203,31,24,0.7742,29.79,31,0.3527,3,3,0.7935,3,0.33,0.2959,0.0,0.1462,0.1976,0.1624,0.2752,0.2203,0.3527,30.53,Medium
SGR_ZONE_074,34.08323,74.88014,1765.78,1581.0,2287.0,9.79,31.47,0.1609,0.3791,0.8694,0.8125,10000.0,0.6681,0.6875,1,0.4269,0.104,0.0484,Barren Rocky,0.109,90.82,0.42,4.41,23.5,9.25,1.92,0.0,82.4,0.1283,30,17,0.5667,31.18,30,0.4243,7,7,0.8007,7,0.77,0.0,0.5235,0.4839,0.1443,0.2755,0.2092,0.2861,0.4243,40.27,Medium
SGR_ZONE_075,34.08323,74.90963,2288.78,1810.0,2775.0,17.84,35.47,0.328,0.105,0.77,0.9375,10000.0,0.4208,0.5417,1,0.4541,0.2478,0.2875,Alpine Scrub,0.3725,98.38,0.08,3.57,19.25,7.67,2.0,0.0,82.18,0.0931,48,30,0.625,33.9,48,0.5142,3,3,0.8539,3,0.33,0.3844,0.3759,0.4242,0.3415,0.3834,0.3751,0.1985,0.5142,64.99,High
SGR_ZONE_076,34.08323,74.93912,2346.53,1729.0,2921.0,17.0,47.28,0.3234,0.3497,0.6675,1.0,10000.0,0.2221,0.4583,1,0.4275,0.2303,0.2707,Alpine Scrub,0.3624,91.92,0.5,5.18,18.33,7.42,2.08,0.0,78.85,0.1466,55,45,0.8182,31.49,55,0.478,2,2,0.9149,1,0.1933,0.3188,0.1925,0.1553,0.5207,0.2785,0.3631,0.1823,0.478,55.56,High
SGR_ZONE_077,34.08323,74.9686,2135.04,1716.0,2657.0,14.23,37.62,0.2623,0.5794,0.6306,1.0,10000.0,0.2731,0.4688,1,0.3955,0.1611,0.1888,Alpine Scrub,0.3133,81.38,1.58,4.92,28.08,10.58,2.17,0.0,82.8,0.1829,30,22,0.7333,31.86,30,0.3683,2,2,0.8403,1,0.1933,0.176,0.0,0.2449,0.562,0.1949,0.3134,0.1874,0.3683,33.51,Medium
SGR_ZONE_078,34.08323,74.99809,2250.03,1852.0,2763.0,14.89,50.88,0.2843,0.4161,0.625,1.0,10000.0,0.3409,0.5208,1,0.3989,0.2453,0.2341,Alpine Scrub,0.3404,85.02,1.0,6.38,17.42,7.17,2.33,0.0,76.84,0.1944,44,32,0.7273,33.81,44,0.4557,5,1,0.8638,3,0.3633,0.7977,0.4052,0.2094,0.2902,0.4862,0.3326,0.2865,0.4557,64.25,High
SGR_ZONE_079,34.08323,75.02758,2714.97,2165.0,3210.0,17.89,51.0,0.3774,0.0,0.6194,0.75,10000.0,0.3355,0.6875,1,0.4602,0.3784,0.4399,Grassland,0.464,85.07,1.17,9.03,15.25,6.5,2.0,0.0,71.17,0.2483,47,39,0.8298,31.54,47,0.4291,4,4,0.8463,6,0.4933,0.3154,0.2837,0.4691,0.2111,0.321,0.4284,0.3118,0.4291,79.9,Critical
SGR_ZONE_080,34.10876,74.62949,1581.36,1571.0,1589.0,1.12,4.03,0.0242,0.1191,0.6138,0.5625,10000.0,0.4118,0.8437,1,0.4596,0.1421,0.1892,Barren Rocky,0.1935,77.66,1.83,4.51,29.08,11.0,2.25,0.0,82.88,0.1905,35,26,0.7429,30.62,35,0.3889,2,1,0.8954,2,0.1867,0.143,0.5366,0.1211,0.3071,0.2813,0.1923,0.2079,0.3889,20.3,Low
SGR_ZONE_081,34.10876,74.65898,1581.43,1577.0,1587.0,1.16,3.35,0.0247,0.2762,0.5425,0.375,10000.0,0.4376,0.9687,1,0.4591,0.1687,0.2249,Alpine Scrub,0.3349,96.52,0.17,8.63,15.75,6.5,1.83,0.0,76.11,0.1848,12,8,0.6667,35.75,12,0.3033,4,1,0.8674,1,0.26,0.265,0.3826,0.2262,0.3734,0.3088,0.2419,0.2246,0.3033,19.18,Low
SGR_ZONE_082,34.10876,74.68847,1582.34,1576.0,1590.0,1.41,5.41,0.0283,0.2196,0.5212,0.25,10000.0,0.3397,1.0,1,0.4708,0.3495,0.3434,Alpine Scrub,0.406,75.91,2.08,3.48,29.25,11.25,1.92,0.0,79.13,0.1927,27,20,0.7407,27.65,27,0.3348,2,2,0.8342,3,0.2467,0.5253,0.0665,0.1813,0.0,0.2401,0.2711,0.213,0.3348,26.27,Medium
SGR_ZONE_083,34.10876,74.71795,1582.0,1570.0,1596.0,1.41,8.0,0.0281,0.2375,0.5156,0.25,10000.0,0.395,0.9583,1,0.4579,0.3449,0.4,Alpine Scrub,0.44,85.99,0.92,3.47,16.33,6.67,1.83,0.0,70.89,0.1597,31,24,0.7742,29.67,31,0.3523,4,4,0.8568,4,0.44,0.5056,0.4898,0.4639,0.2597,0.4556,0.2797,0.2749,0.3523,39.89,Medium
SGR_ZONE_084,34.10876,74.74744,1582.37,1577.0,1592.0,1.12,3.16,0.0244,0.5935,0.4944,0.25,10000.0,0.4838,0.8542,1,0.3936,0.3454,0.4748,Alpine Scrub,0.4849,99.73,0.0,8.54,7.83,3.58,2.0,0.0,70.64,0.1838,28,22,0.7857,28.86,28,0.3287,4,1,0.7897,2,0.2867,0.1266,0.1927,0.3683,0.8398,0.3017,0.2779,0.228,0.3287,28.9,Medium
SGR_ZONE_085,34.10876,74.77693,1582.04,1577.0,1589.0,1.48,6.02,0.0291,0.4173,0.4888,0.3125,10000.0,0.4742,0.8021,1,0.3807,0.2726,0.2621,Alpine Scrub,0.3573,90.16,0.5,4.27,27.08,10.42,2.08,0.0,87.16,0.1201,37,26,0.7027,37.0,37,0.4355,5,5,0.8484,6,0.5767,0.0,0.3238,0.0,0.7445,0.2088,0.2319,0.2292,0.4355,36.34,Medium
SGR_ZONE_086,34.10876,74.80642,1595.48,1575.0,1722.0,2.08,14.58,0.0386,0.1742,0.3862,0.3125,10000.0,0.5,0.7292,1,0.3842,0.2343,0.2169,Alpine Scrub,0.3302,95.74,0.17,2.57,26.25,10.08,2.17,0.0,89.62,0.071,26,17,0.6538,35.0,26,0.3841,3,3,0.8517,2,0.3033,0.4636,0.2138,0.4353,0.0,0.3135,0.2271,0.166,0.3841,18.5,Low
SGR_ZONE_087,34.10876,74.83591,1585.36,1580.0,1602.0,1.06,4.27,0.0238,0.2245,0.3181,0.3125,10000.0,0.3787,0.6771,1,0.3804,0.3132,0.3616,Alpine Scrub,0.4169,99.83,0.0,7.62,13.67,6.0,2.17,0.0,79.6,0.1522,24,20,0.8333,29.2,24,0.2907,5,1,0.9041,6,0.4433,0.1011,0.1719,0.4566,0.7788,0.2951,0.2505,0.239,0.2907,21.12,Low
SGR_ZONE_088,34.10876,74.8654,1582.43,1581.0,1621.0,0.49,11.63,0.0159,0.0784,0.25,0.375,10000.0,0.4658,0.5937,1,0.3469,0.356,0.4329,Grassland,0.4598,90.38,0.58,7.9,13.33,5.83,1.58,0.0,68.31,0.2124,46,40,0.8696,29.52,46,0.4028,1,1,0.8248,1,0.11,0.0,0.1547,0.1127,0.5642,0.1536,0.254,0.1802,0.4028,27.6,Medium
SGR_ZONE_089,34.10876,74.89488,1796.11,1583.0,2385.0,10.18,49.24,0.1696,0.105,0.2444,0.375,10000.0,0.7479,0.4479,1,0.2834,0.3499,0.4576,Alpine Scrub,0.4745,99.63,0.0,6.83,8.58,3.92,1.67,0.0,68.27,0.1637,45,34,0.7556,33.56,45,0.4505,3,5,0.8002,4,0.4233,0.1923,0.1458,0.3931,0.3881,0.2479,0.3048,0.2325,0.4505,50.51,High
SGR_ZONE_090,34.10876,74.92437,2545.25,2091.0,2930.0,17.72,53.3,0.3557,0.1965,0.3013,0.375,10000.0,0.9039,0.2708,1,0.2401,0.3431,0.5135,Alpine Scrub,0.5081,89.28,0.5,4.67,34.67,13.17,2.17,0.0,93.63,0.1148,44,31,0.7045,30.74,44,0.4534,3,3,0.788,1,0.2767,0.0,0.3434,0.3359,0.5968,0.2597,0.3801,0.1762,0.4534,53.94,High
SGR_ZONE_091,34.10876,74.95386,2184.87,1827.0,2801.0,14.9,40.21,0.277,0.2608,0.3237,0.375,10000.0,0.7893,0.1042,1,0.2314,0.4302,0.4304,Grassland,0.4582,94.33,0.25,4.48,25.25,9.75,2.42,0.0,90.64,0.1017,14,9,0.6429,42.44,14,0.3452,7,2,0.844,4,0.5233,0.5701,0.1201,0.1492,0.6614,0.3646,0.329,0.2386,0.3452,40.98,Medium
SGR_ZONE_092,34.10876,74.98335,2161.84,1903.0,2553.0,16.1,37.41,0.2902,0.1722,0.4119,0.375,10000.0,0.6555,0.0,1,0.2528,0.3106,0.3658,Alpine Scrub,0.4195,75.35,2.08,2.93,23.75,9.25,2.17,0.0,75.4,0.1932,44,33,0.75,30.21,44,0.4357,3,4,0.8515,3,0.3633,0.1965,0.9136,0.3202,0.4746,0.4781,0.3261,0.2842,0.4357,60.12,High
SGR_ZONE_093,34.10876,75.01284,2778.77,2374.0,3342.0,19.77,41.8,0.4097,0.235,0.4375,0.375,10000.0,0.6182,0.0104,1,0.2633,0.3948,0.47,Grassland,0.482,87.58,0.75,6.31,18.33,7.08,2.5,0.0,79.77,0.1761,49,40,0.8163,29.65,49,0.4387,4,3,0.8767,5,0.4333,0.3434,0.7691,0.3523,0.5447,0.5031,0.3984,0.2929,0.4387,73.43,Critical
SGR_ZONE_094,34.10876,75.04233,3166.86,2712.0,3384.0,15.77,33.53,0.4007,0.2403,0.4319,0.375,10000.0,0.533,0.1667,1,0.2889,0.4671,0.5102,Grassland,0.5061,88.53,0.67,10.3,15.67,6.58,1.83,0.0,72.15,0.2455,45,31,0.6889,30.52,45,0.4637,4,3,0.8579,5,0.4333,0.0,0.477,0.4945,0.1805,0.2691,0.4096,0.2878,0.4637,77.8,Critical
SGR_ZONE_095,34.1343,74.64423,1580.86,1574.0,1599.0,1.69,11.42,0.0317,0.0072,0.4106,0.375,10000.0,0.5924,0.3229,1,0.327,0.3781,0.3402,Grassland,0.4041,81.61,1.33,8.89,18.67,7.33,2.33,0.0,75.33,0.2491,31,25,0.8065,34.52,31,0.3572,3,1,0.9012,3,0.2633,0.537,0.0,0.1332,0.1918,0.2434,0.2359,0.2508,0.3572,29.74,Medium
SGR_ZONE_096,34.1343,74.67372,1579.66,1572.0,1586.0,1.11,2.83,0.0239,0.1729,0.3237,0.3125,10000.0,0.6392,0.4479,1,0.3193,0.4268,0.5123,Grassland,0.5074,73.93,2.08,5.76,23.33,9.17,2.08,0.0,73.72,0.2407,23,20,0.8696,35.45,23,0.2932,3,4,0.8334,3,0.3633,0.1631,0.3099,0.7689,0.1718,0.3296,0.267,0.283,0.2932,31.08,Medium
SGR_ZONE_097,34.1343,74.70321,1580.61,1568.0,1590.0,1.38,6.26,0.0276,0.3063,0.3181,0.3125,10000.0,0.47,0.4062,1,0.3149,0.4963,0.4836,Grassland,0.4902,100.0,0.0,12.51,11.75,5.08,2.42,0.0,79.42,0.2236,21,17,0.8095,29.06,21,0.2817,1,3,0.8282,5,0.2833,0.0,0.187,0.2643,0.3094,0.1554,0.2613,0.2219,0.2817,18.89,Low
SGR_ZONE_098,34.1343,74.7327,1580.95,1574.0,1589.0,1.14,3.2,0.0245,0.3957,0.3281,0.375,10000.0,0.2395,0.2708,1,0.3268,0.5095,0.5797,Grassland,0.5478,83.42,1.08,3.38,22.0,8.42,2.25,0.0,78.93,0.1517,35,30,0.8571,31.2,35,0.3509,8,5,0.814,6,0.7267,0.3471,0.3476,0.0,0.1729,0.2517,0.2832,0.2867,0.3509,42.13,Medium
SGR_ZONE_099,34.1343,74.76219,1580.6,1577.0,1587.0,1.02,5.1,0.0228,0.3003,0.3225,0.375,10000.0,0.03,0.2083,1,0.3477,0.4412,0.493,Grassland,0.4958,100.0,0.0,9.88,11.17,4.92,1.75,0.0,72.25,0.1996,32,24,0.75,31.29,32,0.3718,4,4,0.8204,5,0.4667,0.3007,0.1681,0.0631,0.246,0.2052,0.2696,0.2541,0.3718,37.62,Medium
SGR_ZONE_100,34.1343,74.79167,1584.66,1577.0,1600.0,1.58,7.78,0.0307,0.1991,0.3481,0.3125,10000.0,0.1297,0.3125,1,0.3546,0.5325,0.5286,Grassland,0.5172,79.33,1.58,5.38,15.5,6.42,2.25,0.0,70.33,0.2187,46,31,0.6739,36.45,46,0.4944,6,1,0.8382,6,0.4933,0.5232,0.1064,0.0637,0.2565,0.2663,0.282,0.2831,0.4944,60.93,High
SGR_ZONE_101,34.1343,74.82116,1591.84,1580.0,1601.0,1.58,9.55,0.0315,0.7164,0.3081,0.125,10000.0,0.8235,0.2396,1,0.1944,0.5722,0.6574,Dense Brush,0.7344,98.49,0.0,7.62,14.83,6.33,2.08,0.0,79.23,0.1556,30,23,0.7667,31.43,30,0.3552,3,1,0.8553,4,0.29,0.341,0.0,0.6116,0.1709,0.2673,0.3182,0.2048,0.3552,35.26,Medium
SGR_ZONE_102,34.1343,74.85065,1583.75,1578.0,1605.0,0.77,9.55,0.0198,0.9387,0.1931,0.0625,10000.0,0.6729,0.2396,1,0.1763,0.6454,0.7627,Dense Brush,0.7976,80.17,1.33,5.98,27.25,10.5,1.83,0.0,79.24,0.2017,31,21,0.6774,30.52,31,0.389,2,0,0.8966,1,0.1267,0.098,0.0812,0.1688,0.1685,0.1177,0.3312,0.1699,0.389,36.36,Medium
SGR_ZONE_103,34.1343,74.88014,1659.16,1579.0,2026.0,4.96,27.52,0.0843,0.9784,0.0938,0.0625,10000.0,0.2347,0.3125,1,0.2201,0.4633,0.4628,Grassland,0.4777,100.0,0.0,13.77,11.33,5.08,1.83,0.0,73.58,0.2536,33,25,0.7576,27.68,33,0.3627,6,4,0.8264,5,0.5667,0.4344,0.1538,0.5463,0.4415,0.3737,0.2559,0.3402,0.3627,47.92,Medium
SGR_ZONE_104,34.1343,74.90963,2214.13,1759.0,2695.0,18.34,48.71,0.3261,1.0,0.01,0.0,10000.0,0.3193,0.4479,1,0.2094,0.6289,0.7175,Dense Brush,0.7705,84.03,1.17,4.38,23.08,9.08,2.0,0.0,78.53,0.168,45,36,0.8,29.28,45,0.4207,2,2,0.8629,4,0.2733,0.464,0.0,0.0,0.0,0.1624,0.4525,0.1879,0.4207,62.86,High
SGR_ZONE_105,34.1343,74.93912,2007.47,1728.0,2632.0,14.11,37.47,0.2461,1.0,0.02,0.0,10000.0,0.9292,0.5104,1,0.1317,0.6425,0.8994,Dense Brush,0.8797,84.34,0.92,3.62,20.17,8.0,2.0,0.0,75.9,0.1552,36,29,0.8056,34.55,36,0.3857,6,1,0.8645,4,0.44,0.1053,0.5987,0.3105,0.3165,0.326,0.4393,0.2463,0.3857,65.28,High
SGR_ZONE_106,34.1343,74.9686,2666.16,2044.0,3573.0,19.53,41.23,0.3936,0.7554,0.0425,0.0,10000.0,0.97,0.4896,1,0.1444,0.6599,0.7827,Dense Brush,0.8096,78.93,1.67,4.29,29.0,11.08,2.17,0.0,83.15,0.1801,48,38,0.7917,32.89,48,0.4526,3,4,0.8679,0,0.2833,0.3054,0.3533,0.3989,0.3683,0.3479,0.4769,0.2343,0.4526,78.48,Critical
SGR_ZONE_107,34.1343,74.99809,2829.13,2056.0,3609.0,19.15,43.0,0.4072,0.7517,0.1931,0.0625,10000.0,0.6975,0.4479,1,0.214,0.7028,0.8056,Forest,0.8234,89.71,0.58,4.21,29.5,11.17,2.33,0.0,91.22,0.1141,28,18,0.6429,22.78,28,0.3584,1,5,0.8159,3,0.2967,0.4937,0.1144,0.5696,0.3134,0.368,0.5046,0.2014,0.3584,64.8,High
SGR_ZONE_108,34.1343,75.02758,2845.75,2341.0,3322.0,19.74,45.3,0.417,0.5249,0.2812,0.125,10000.0,0.4628,0.4062,1,0.2878,0.6126,0.7118,Dense Brush,0.7671,78.98,1.42,5.28,24.75,9.58,1.75,0.0,75.01,0.2044,40,26,0.65,35.12,40,0.4646,7,0,0.8545,2,0.4033,0.6693,0.4549,0.2273,0.3647,0.4709,0.5072,0.2975,0.4646,95.0,Critical
SGR_ZONE_109,34.15984,74.65898,1583.26,1567.0,1621.0,1.73,9.6,0.0325,0.3139,0.4475,0.1875,10000.0,0.2809,0.3021,1,0.3448,0.5866,0.6334,Dense Brush,0.72,88.84,0.75,5.03,24.0,9.42,2.33,0.0,85.62,0.1432,64,46,0.7188,34.3,64,0.5728,4,1,0.8476,5,0.3667,0.0,0.1857,0.131,0.5092,0.1583,0.3512,0.1909,0.5728,67.97,High
SGR_ZONE_110,34.15984,74.68847,1580.07,1574.0,1588.0,1.16,5.0,0.0247,0.4084,0.5513,0.1875,10000.0,0.605,0.1771,1,0.2932,0.6193,0.6853,Dense Brush,0.7512,81.46,1.33,3.55,28.0,10.5,2.08,0.0,82.26,0.1577,48,35,0.7292,26.37,48,0.4527,3,3,0.8642,6,0.41,0.269,0.5989,0.1627,0.0,0.3064,0.3461,0.2379,0.4527,58.25,High
SGR_ZONE_111,34.15984,74.71795,1581.06,1575.0,1588.0,1.25,3.91,0.0259,0.5301,0.5894,0.25,10000.0,0.7191,0.1042,1,0.2751,0.85,0.8416,Forest,0.845,91.58,0.33,3.01,22.42,8.58,1.92,0.0,80.89,0.1073,32,25,0.7812,29.8,32,0.3559,2,1,0.8207,1,0.16,0.8752,0.2037,0.268,0.2309,0.4557,0.3749,0.1875,0.3559,41.61,Medium
SGR_ZONE_112,34.15984,74.74744,1582.05,1576.0,1592.0,1.21,5.22,0.0255,0.7042,0.6306,0.25,10000.0,0.7095,0.1146,1,0.26,0.7296,0.7219,Forest,0.7731,86.44,0.92,2.13,30.33,11.58,2.0,0.0,87.51,0.1061,19,16,0.8421,35.12,19,0.2792,5,4,0.8544,7,0.57,0.3439,0.0,0.2437,0.6411,0.2653,0.3458,0.2307,0.2792,33.39,Medium
SGR_ZONE_113,34.15984,74.77693,1582.28,1578.0,1588.0,1.16,3.91,0.0248,0.2826,0.6875,0.3125,10000.0,0.8025,0.3021,1,0.3182,0.6437,0.7625,Dense Brush,0.7975,86.78,0.92,3.79,23.92,9.42,2.0,0.0,81.12,0.1424,29,22,0.7586,31.36,29,0.3522,1,3,0.8744,3,0.23,0.4552,0.3513,0.2529,0.5073,0.3914,0.3686,0.2097,0.3522,43.64,Medium
SGR_ZONE_114,34.15984,74.80642,1593.87,1578.0,1609.0,1.43,5.0,0.0298,0.3185,0.7288,0.375,10000.0,0.9082,0.375,1,0.3224,0.6924,0.7078,Dense Brush,0.7647,83.77,1.17,3.91,35.92,13.58,2.08,0.0,91.87,0.1349,49,40,0.8163,30.55,49,0.4417,2,2,0.7686,2,0.22,0.1805,0.9255,0.6466,0.2366,0.5056,0.3602,0.2261,0.4417,57.11,High
SGR_ZONE_115,34.15984,74.83591,1602.45,1581.0,1616.0,1.59,8.32,0.0329,0.2649,0.8169,0.4375,10000.0,0.9322,0.4688,1,0.3469,0.6348,0.7322,Dense Brush,0.7793,79.83,1.42,3.18,23.75,9.33,2.08,0.0,77.93,0.1662,32,26,0.8125,32.15,32,0.3528,3,5,0.8354,2,0.37,0.2751,0.0,0.9682,0.0,0.2899,0.3726,0.2317,0.3528,47.86,Medium
SGR_ZONE_116,34.15984,74.8654,1592.61,1582.0,1618.0,1.33,4.0,0.0284,0.392,0.8394,0.4375,10000.0,0.9748,0.4479,1,0.3436,0.6372,0.7117,Dense Brush,0.767,83.33,1.25,2.91,28.92,10.92,2.0,0.0,83.58,0.1399,37,25,0.6757,31.72,37,0.4274,4,6,0.8364,5,0.5333,0.3226,0.7851,0.2325,0.4103,0.4565,0.3657,0.2819,0.4274,64.92,High
SGR_ZONE_117,34.15984,74.89488,1708.06,1607.0,2171.0,5.71,27.61,0.0999,0.336,0.9119,0.5,10000.0,0.9039,0.4271,1,0.3757,0.7018,0.7394,Forest,0.7837,87.72,0.75,5.98,14.42,6.17,2.25,0.0,74.58,0.1814,44,30,0.6818,31.27,44,0.4631,3,1,0.8844,3,0.2633,0.0,0.1737,0.5278,0.9408,0.2988,0.4082,0.2213,0.4631,66.9,High
SGR_ZONE_118,34.15984,74.92437,1873.45,1675.0,2526.0,8.89,32.76,0.1612,0.2854,0.9688,0.5,10000.0,0.7557,0.3958,1,0.4007,0.85,0.9667,Forest,0.92,94.16,0.33,10.06,14.33,6.17,1.92,0.0,74.67,0.2174,17,15,0.8824,31.87,17,0.243,4,1,0.8551,3,0.3133,0.4689,0.288,0.0,0.4539,0.3186,0.4867,0.2568,0.243,55.03,High
