Event_ID,Zone_ID,Date,Month,Season,Hour,Detection_Status,Outcome,Method,Response_Time_Min,Weather_Condition
EVT_026_00890,SGR_ZONE_026,2024-11-21,11,Autumn,1,1,Neutralized,Foot Patrol,39.0,Cloudy
EVT_027_00891,SGR_ZONE_027,2023-01-01,1,Winter,3,1,Neutralized,Drone (Suspicious),31.0,Clear
EVT_027_00892,SGR_ZONE_027,2023-01-01,1,Winter,1,0,Undetected,Foot Patrol,,Fog
EVT_027_00893,SGR_ZONE_027,2023-01-31,1,Winter,0,1,Alert Triggered,Foot Patrol,52.0,Clear
EVT_027_00894,SGR_ZONE_027,2023-04-01,4,Spring,1,0,Undetected,Unknown,,Clear
EVT_027_00895,SGR_ZONE_027,2023-04-01,4,Spring,23,1,Neutralized,Vehicle,31.0,Clear
EVT_027_00896,SGR_ZONE_027,2023-07-30,7,Monsoon,22,0,Undetected,Vehicle,,Fog
EVT_027_00897,SGR_ZONE_027,2023-07-30,7,Monsoon,0,1,Neutralized,Drone (Suspicious),47.0,Cloudy
EVT_027_00898,SGR_ZONE_027,2023-11-27,11,Autumn,0,1,Retreated,Foot Patrol,9.0,Fog
EVT_027_00899,SGR_ZONE_027,2023-12-27,12,Winter,0,1,Retreated,Unknown,7.0,Cloudy
EVT_027_00900,SGR_ZONE_027,2023-12-27,12,Winter,0,1,Retreated,Drone (Suspicious),48.0,Clear
EVT_027_00901,SGR_ZONE_027,2023-12-27,12,Winter,23,1,Neutralized,Foot Patrol,7.0,Fog
EVT_027_00902,SGR_ZONE_027,2023-12-27,12,Winter,2,1,Retreated,Foot Patrol,58.0,Fog
EVT_027_00903,SGR_ZONE_027,2024-01-26,1,Winter,3,0,Undetected,Foot Patrol,,Cloudy
EVT_027_00904,SGR_ZONE_027,2024-01-26,1,Winter,23,0,Undetected,Vehicle,,Clear
EVT_027_00905,SGR_ZONE_027,2024-01-26,1,Winter,1,1,Retreated,Vehicle,33.0,Cloudy
EVT_027_00906,SGR_ZONE_027,2024-02-25,2,Winter,1,1,Neutralized,Foot Patrol,58.0,Cloudy
EVT_027_00907,SGR_ZONE_027,2024-03-26,3,Spring,0,0,Undetected,Foot Patrol,,Snow
EVT_027_00908,SGR_ZONE_027,2024-03-26,3,Spring,0,0,Undetected,Unknown,,Snow
EVT_027_00909,SGR_ZONE_027,2024-03-26,3,Spring,0,1,Alert Triggered,Drone (Suspicious),33.0,Cloudy
EVT_027_00910,SGR_ZONE_027,2024-04-25,4,Spring,0,1,Neutralized,Vehicle,57.0,Cloudy
EVT_027_00911,SGR_ZONE_027,2024-05-25,5,Spring,0,0,Undetected,Foot Patrol,,Cloudy
EVT_027_00912,SGR_ZONE_027,2024-08-23,8,Monsoon,1,0,Undetected,Vehicle,,Cloudy
EVT_027_00913,SGR_ZONE_027,2024-08-23,8,Monsoon,4,1,Neutralized,Foot Patrol,57.0,Clear
EVT_027_00914,SGR_ZONE_027,2024-08-23,8,Monsoon,0,0,Undetected,Drone (Suspicious),,Clear
EVT_027_00915,SGR_ZONE_027,2024-10-22,10,Autumn,3,1,Neutralized,Drone (Suspicious),32.0,Clear
EVT_027_00916,SGR_ZONE_027,2024-10-22,10,Autumn,23,1,Neutralized,Unknown,19.0,Cloudy
EVT_027_00917,SGR_ZONE_027,2024-11-21,11,Autumn,0,1,Alert Triggered,Foot Patrol,43.0,Snow
EVT_027_00918,SGR_ZONE_027,2024-11-21,11,Autumn,22,1,Retreated,Foot Patrol,53.0,Fog
EVT_027_00919,SGR_ZONE_027,2024-11-21,11,Autumn,22,1,Alert Triggered,Foot Patrol,8.0,Cloudy
EVT_028_00920,SGR_ZONE_028,2023-01-01,1,Winter,0,1,Neutralized,Unknown,40.0,Clear
EVT_028_00921,SGR_ZONE_028,2023-01-31,1,Winter,0,1,Neutralized,Foot Patrol,47.0,Fog
EVT_028_00922,SGR_ZONE_028,2023-03-02,3,Spring,23,1,Neutralized,Foot Patrol,6.0,Cloudy
EVT_028_00923,SGR_ZONE_028,2023-03-02,3,Spring,1,1,Neutralized,Foot Patrol,25.0,Cloudy
EVT_028_00924,SGR_ZONE_028,2023-03-02,3,Spring,0,0,Undetected,Foot Patrol,,Clear
EVT_028_00925,SGR_ZONE_028,2023-04-01,4,Spring,22,1,Retreated,Foot Patrol,51.0,Fog
EVT_028_00926,SGR_ZONE_028,2023-05-01,5,Spring,2,0,Undetected,Foot Patrol,,Cloudy
EVT_028_00927,SGR_ZONE_028,2023-05-01,5,Spring,23,0,Undetected,Vehicle,,Clear
EVT_028_00928,SGR_ZONE_028,2023-05-31,5,Spring,1,1,Alert Triggered,Foot Patrol,33.0,Cloudy
EVT_028_00929,SGR_ZONE_028,2023-05-31,5,Spring,1,0,Undetected,Drone (Suspicious),,Clear
EVT_028_00930,SGR_ZONE_028,2023-05-31,5,Spring,0,0,Undetected,Foot Patrol,,Fog
EVT_028_00931,SGR_ZONE_028,2023-05-31,5,Spring,23,1,Retreated,Vehicle,42.0,Clear
EVT_028_00932,SGR_ZONE_028,2023-07-30,7,Monsoon,4,0,Undetected,Foot Patrol,,Cloudy
EVT_028_00933,SGR_ZONE_028,2023-07-30,7,Monsoon,4,1,Retreated,Drone (Suspicious),58.0,Snow
EVT_028_00934,SGR_ZONE_028,2023-07-30,7,Monsoon,23,0,Undetected,Drone (Suspicious),,Cloudy
EVT_028_00935,SGR_ZONE_028,2023-10-28,10,Autumn,1,1,Neutralized,Foot Patrol,6.0,Snow
EVT_028_00936,SGR_ZONE_028,2023-12-27,12,Winter,4,1,Neutralized,Foot Patrol,45.0,Cloudy
EVT_028_00937,SGR_ZONE_028,2023-12-27,12,Winter,1,1,Neutralized,Foot Patrol,9.0,Cloudy
EVT_028_00938,SGR_ZONE_028,2023-12-27,12,Winter,1,1,Neutralized,Foot Patrol,41.0,Cloudy
EVT_028_00939,SGR_ZONE_028,2024-01-26,1,Winter,0,1,Neutralized,Vehicle,28.0,Cloudy
EVT_028_00940,SGR_ZONE_028,2024-02-25,2,Winter,1,1,Retreated,Foot Patrol,44.0,Clear
EVT_028_00941,SGR_ZONE_028,2024-02-25,2,Winter,1,1,Retreated,Foot Patrol,34.0,Cloudy
EVT_028_00942,SGR_ZONE_028,2024-02-25,2,Winter,23,1,Alert Triggered,Unknown,9.0,Clear
EVT_028_00943,SGR_ZONE_028,2024-02-25,2,Winter,22,1,Alert Triggered,Vehicle,31.0,Cloudy
EVT_028_00944,SGR_ZONE_028,2024-03-26,3,Spring,0,1,Retreated,Drone (Suspicious),51.0,Snow
EVT_028_00945,SGR_ZONE_028,2024-03-26,3,Spring,0,1,Retreated,Foot Patrol,57.0,Fog
EVT_028_00946,SGR_ZONE_028,2024-04-25,4,Spring,2,1,Retreated,Foot Patrol,54.0,Clear
EVT_028_00947,SGR_ZONE_028,2024-04-25,4,Spring,3,1,Retreated,Foot Patrol,53.0,Cloudy
EVT_028_00948,SGR_ZONE_028,2024-05-25,5,Spring,0,1,Retreated,Foot Patrol,10.0,Fog
EVT_028_00949,SGR_ZONE_028,2024-05-25,5,Spring,0,1,Alert Triggered,Vehicle,55.0,Clear
EVT_028_00950,SGR_ZONE_028,2024-05-25,5,Spring,0,1,Retreated,Foot Patrol,57.0,Clear
EVT_028_00951,SGR_ZONE_028,2024-05-25,5,Spring,22,0,Undetected,Unknown,,Snow
EVT_028_00952,SGR_ZONE_028,2024-05-25,5,Spring,3,0,Undetected,Foot Patrol,,Clear
EVT_028_00953,SGR_ZONE_028,2024-08-23,8,Monsoon,1,1,Retreated,Unknown,7.0,Clear
EVT_028_00954,SGR_ZONE_028,2024-08-23,8,Monsoon,1,1,Retreated,Vehicle,22.0,Clear
EVT_028_00955,SGR_ZONE_028,2024-08-23,8,Monsoon,0,0,Undetected,Foot Patrol,,Clear
EVT_028_00956,SGR_ZONE_028,2024-09-22,9,Autumn,23,1,Retreated,Foot Patrol,36.0,Clear
EVT_028_00957,SGR_ZONE_028,2024-09-22,9,Autumn,23,1,Retreated,Unknown,30.0,Snow
EVT_028_00958,SGR_ZONE_028,2024-09-22,9,Autumn,1,1,Neutralized,Foot Patrol,58.0,Clear
EVT_028_00959,SGR_ZONE_028,2024-09-22,9,Autumn,0,1,Alert Triggered,Foot Patrol,46.0,Clear
EVT_028_00960,SGR_ZONE_028,2024-09-22,9,Autumn,0,0,Undetected,Foot Patrol,,Cloudy
EVT_028_00961,SGR_ZONE_028,2024-09-22,9,Autumn,1,1,Neutralized,Unknown,6.0,Clear
EVT_028_00962,SGR_ZONE_028,2024-10-22,10,Autumn,4,1,Neutralized,Vehicle,37.0,Clear
EVT_028_00963,SGR_ZONE_028,2024-10-22,10,Autumn,0,1,Retreated,Vehicle,6.0,Fog
EVT_028_00964,SGR_ZONE_028,2024-10-22,10,Autumn,22,1,Retreated,Foot Patrol,56.0,Cloudy
EVT_028_00965,SGR_ZONE_028,2024-11-21,11,Autumn,1,1,Retreated,Foot Patrol,7.0,Cloudy
EVT_028_00966,SGR_ZONE_028,2024-11-21,11,Autumn,23,1,Retreated,Foot Patrol,55.0,Cloudy
EVT_028_00967,SGR_ZONE_028,2024-11-21,11,Autumn,1,0,Undetected,Foot Patrol,,Clear
EVT_029_00968,SGR_ZONE_029,2023-01-01,1,Winter,1,1,Retreated,Vehicle,20.0,Clear
EVT_029_00969,SGR_ZONE_029,2023-01-01,1,Winter,0,0,Undetected,Unknown,,Clear
EVT_029_00970,SGR_ZONE_029,2023-01-01,1,Winter,22,0,Undetected,Unknown,,Clear
EVT_029_00971,SGR_ZONE_029,2023-01-31,1,Winter,1,1,Retreated,Foot Patrol,9.0,Clear
EVT_029_00972,SGR_ZONE_029,2023-01-31,1,Winter,1,1,Neutralized,Unknown,30.0,Clear
EVT_029_00973,SGR_ZONE_029,2023-03-02,3,Spring,22,1,Alert Triggered,Vehicle,37.0,Fog
EVT_029_00974,SGR_ZONE_029,2023-03-02,3,Spring,3,1,Alert Triggered,Vehicle,24.0,Cloudy
EVT_029_00975,SGR_ZONE_029,2023-05-01,5,Spring,23,1,Retreated,Vehicle,36.0,Cloudy
EVT_029_00976,SGR_ZONE_029,2023-05-01,5,Spring,0,0,Undetected,Drone (Suspicious),,Cloudy
EVT_029_00977,SGR_ZONE_029,2023-05-01,5,Spring,23,0,Undetected,Foot Patrol,,Snow
EVT_029_00978,SGR_ZONE_029,2023-06-30,6,Monsoon,0,1,Neutralized,Foot Patrol,20.0,Cloudy
EVT_029_00979,SGR_ZONE_029,2023-06-30,6,Monsoon,0,1,Alert Triggered,Foot Patrol,21.0,Clear
EVT_029_00980,SGR_ZONE_029,2023-12-27,12,Winter,1,0,Undetected,Vehicle,,Clear
EVT_029_00981,SGR_ZONE_029,2023-12-27,12,Winter,0,0,Undetected,Drone (Suspicious),,Snow
EVT_029_00982,SGR_ZONE_029,2024-01-26,1,Winter,1,1,Alert Triggered,Foot Patrol,35.0,Clear
EVT_029_00983,SGR_ZONE_029,2024-01-26,1,Winter,23,1,Neutralized,Foot Patrol,28.0,Snow
EVT_029_00984,SGR_ZONE_029,2024-01-26,1,Winter,4,1,Alert Triggered,Vehicle,22.0,Snow
EVT_029_00985,SGR_ZONE_029,2024-01-26,1,Winter,0,0,Undetected,Foot Patrol,,Fog
EVT_029_00986,SGR_ZONE_029,2024-02-25,2,Winter,22,0,Undetected,Unknown,,Fog
EVT_029_00987,SGR_ZONE_029,2024-02-25,2,Winter,1,0,Undetected,Foot Patrol,,Cloudy
EVT_029_00988,SGR_ZONE_029,2024-03-26,3,Spring,2,1,Retreated,Vehicle,56.0,Cloudy
EVT_029_00989,SGR_ZONE_029,2024-03-26,3,Spring,3,1,Alert Triggered,Foot Patrol,6.0,Clear
EVT_029_00990,SGR_ZONE_029,2024-07-24,7,Monsoon,0,0,Undetected,Vehicle,,Snow
EVT_029_00991,SGR_ZONE_029,2024-07-24,7,Monsoon,0,0,Undetected,Foot Patrol,,Clear
EVT_029_00992,SGR_ZONE_029,2024-07-24,7,Monsoon,23,1,Retreated,Drone (Suspicious),23.0,Cloudy
EVT_029_00993,SGR_ZONE_029,2024-09-22,9,Autumn,1,1,Neutralized,Foot Patrol,55.0,Cloudy
EVT_029_00994,SGR_ZONE_029,2024-09-22,9,Autumn,1,1,Retreated,Foot Patrol,21.0,Fog
EVT_029_00995,SGR_ZONE_029,2024-09-22,9,Autumn,0,1,Retreated,Foot Patrol,49.0,Clear
EVT_029_00996,SGR_ZONE_029,2024-10-22,10,Autumn,22,0,Undetected,Foot Patrol,,Clear
EVT_029_00997,SGR_ZONE_029,2024-10-22,10,Autumn,0,1,Neutralized,Foot Patrol,28.0,Clear
EVT_029_00998,SGR_ZONE_029,2024-10-22,10,Autumn,4,1,Retreated,Foot Patrol,22.0,Fog
EVT_029_00999,SGR_ZONE_029,2024-11-21,11,Autumn,22,1,Retreated,Unknown,26.0,Clear
EVT_030_01000,SGR_ZONE_030,2023-01-01,1,Winter,1,1,Alert Triggered,Vehicle,8.0,Clear
EVT_030_01001,SGR_ZONE_030,2023-01-01,1,Winter,1,1,Neutralized,Foot Patrol,51.0,Clear
EVT_030_01002,SGR_ZONE_030,2023-01-01,1,Winter,1,0,Undetected,Foot Patrol,,Fog
EVT_030_01003,SGR_ZONE_030,2023-01-31,1,Winter,23,1,Neutralized,Foot Patrol,29.0,Cloudy
EVT_030_01004,SGR_ZONE_030,2023-01-31,1,Winter,3,0,Undetected,Foot Patrol,,Clear
EVT_030_01005,SGR_ZONE_030,2023-03-02,3,Spring,0,1,Retreated,Vehicle,52.0,Clear
EVT_030_01006,SGR_ZONE_030,2023-03-02,3,Spring,22,0,Undetected,Vehicle,,Fog
EVT_030_01007,SGR_ZONE_030,2023-03-02,3,Spring,23,1,Neutralized,Foot Patrol,23.0,Cloudy
EVT_030_01008,SGR_ZONE_030,2023-03-02,3,Spring,1,1,Neutralized,Foot Patrol,34.0,Cloudy
EVT_030_01009,SGR_ZONE_030,2023-03-02,3,Spring,23,1,Alert Triggered,Foot Patrol,10.0,Clear
EVT_030_01010,SGR_ZONE_030,2023-03-02,3,Spring,23,0,Undetected,Foot Patrol,,Snow
EVT_030_01011,SGR_ZONE_030,2023-03-02,3,Spring,22,1,Retreated,Vehicle,41.0,Cloudy
EVT_030_01012,SGR_ZONE_030,2023-04-01,4,Spring,22,1,Retreated,Foot Patrol,21.0,Cloudy
EVT_030_01013,SGR_ZONE_030,2023-04-01,4,Spring,4,1,Neutralized,Foot Patrol,11.0,Fog
EVT_030_01014,SGR_ZONE_030,2023-04-01,4,Spring,4,1,Neutralized,Vehicle,50.0,Fog
EVT_030_01015,SGR_ZONE_030,2023-04-01,4,Spring,23,1,Retreated,Foot Patrol,53.0,Clear
EVT_030_01016,SGR_ZONE_030,2023-04-01,4,Spring,0,1,Neutralized,Foot Patrol,19.0,Fog
EVT_030_01017,SGR_ZONE_030,2023-05-01,5,Spring,1,0,Undetected,Foot Patrol,,Snow
EVT_030_01018,SGR_ZONE_030,2023-05-01,5,Spring,1,0,Undetected,Vehicle,,Clear
EVT_030_01019,SGR_ZONE_030,2023-05-31,5,Spring,0,0,Undetected,Foot Patrol,,Snow
EVT_030_01020,SGR_ZONE_030,2023-05-31,5,Spring,0,1,Neutralized,Foot Patrol,15.0,Clear
EVT_030_01021,SGR_ZONE_030,2023-05-31,5,Spring,23,0,Undetected,Foot Patrol,,Clear
EVT_030_01022,SGR_ZONE_030,2023-09-28,9,Autumn,22,1,Retreated,Unknown,56.0,Clear
EVT_030_01023,SGR_ZONE_030,2023-09-28,9,Autumn,23,1,Retreated,Drone (Suspicious),43.0,Cloudy
EVT_030_01024,SGR_ZONE_030,2023-09-28,9,Autumn,22,1,Alert Triggered,Unknown,44.0,Snow
EVT_030_01025,SGR_ZONE_030,2023-09-28,9,Autumn,3,1,Neutralized,Unknown,48.0,Clear
EVT_030_01026,SGR_ZONE_030,2023-11-27,11,Autumn,0,0,Undetected,Foot Patrol,,Cloudy
EVT_030_01027,SGR_ZONE_030,2023-11-27,11,Autumn,2,1,Retreated,Unknown,52.0,Cloudy
EVT_030_01028,SGR_ZONE_030,2023-12-27,12,Winter,3,0,Undetected,Foot Patrol,,Clear
EVT_030_01029,SGR_ZONE_030,2023-12-27,12,Winter,1,1,Alert Triggered,Drone (Suspicious),36.0,Cloudy
EVT_030_01030,SGR_ZONE_030,2023-12-27,12,Winter,1,1,Retreated,Foot Patrol,21.0,Fog
EVT_030_01031,SGR_ZONE_030,2024-01-26,1,Winter,0,1,Alert Triggered,Foot Patrol,46.0,Cloudy
EVT_030_01032,SGR_ZONE_030,2024-01-26,1,Winter,0,1,Retreated,Unknown,20.0,Fog
EVT_030_01033,SGR_ZONE_030,2024-02-25,2,Winter,0,1,Neutralized,Foot Patrol,16.0,Clear
EVT_030_01034,SGR_ZONE_030,2024-02-25,2,Winter,22,0,Undetected,Unknown,,Fog
EVT_030_01035,SGR_ZONE_030,2024-04-25,4,Spring,2,0,Undetected,Foot Patrol,,Cloudy
EVT_030_01036,SGR_ZONE_030,2024-04-25,4,Spring,22,1,Retreated,Drone (Suspicious),30.0,Clear
EVT_030_01037,SGR_ZONE_030,2024-04-25,4,Spring,1,1,Retreated,Foot Patrol,10.0,Cloudy
EVT_030_01038,SGR_ZONE_030,2024-05-25,5,Spring,22,0,Undetected,Foot Patrol,,Clear
EVT_030_01039,SGR_ZONE_030,2024-05-25,5,Spring,1,1,Retreated,Vehicle,15.0,Cloudy
EVT_030_01040,SGR_ZONE_030,2024-10-22,10,Autumn,1,0,Undetected,Foot Patrol,,Clear
EVT_030_01041,SGR_ZONE_030,2024-10-22,10,Autumn,0,1,Neutralized,Drone (Suspicious),42.0,Cloudy
EVT_030_01042,SGR_ZONE_030,2024-11-21,11,Autumn,2,1,Neutralized,Unknown,27.0,Clear
EVT_030_01043,SGR_ZONE_030,2024-11-21,11,Autumn,0,1,Retreated,Vehicle,40.0,Cloudy
EVT_030_01044,SGR_ZONE_030,2024-11-21,11,Autumn,22,0,Undetected,Foot Patrol,,Cloudy
EVT_030_01045,SGR_ZONE_030,2024-11-21,11,Autumn,0,1,Neutralized,Foot Patrol,12.0,Clear
EVT_030_01046,SGR_ZONE_030,2024-11-21,11,Autumn,0,1,Neutralized,Foot Patrol,49.0,Clear
EVT_030_01047,SGR_ZONE_030,2024-11-21,11,Autumn,0,0,Undetected,Unknown,,Clear
EVT_031_01048,SGR_ZONE_031,2023-01-31,1,Winter,23,1,Neutralized,Foot Patrol,28.0,Clear
EVT_031_01049,SGR_ZONE_031,2023-03-02,3,Spring,2,1,Alert Triggered,Unknown,46.0,Snow
EVT_031_01050,SGR_ZONE_031,2023-05-31,5,Spring,2,1,Neutralized,Unknown,17.0,Fog
EVT_031_01051,SGR_ZONE_031,2023-07-30,7,Monsoon,0,0,Undetected,Vehicle,,Cloudy
EVT_031_01052,SGR_ZONE_031,2023-09-28,9,Autumn,0,0,Undetected,Foot Patrol,,Clear
EVT_031_01053,SGR_ZONE_031,2023-09-28,9,Autumn,23,1,Alert Triggered,Unknown,47.0,Fog
EVT_031_01054,SGR_ZONE_031,2023-09-28,9,Autumn,0,1,Neutralized,Unknown,41.0,Clear
EVT_031_01055,SGR_ZONE_031,2023-09-28,9,Autumn,0,1,Retreated,Vehicle,10.0,Clear
EVT_031_01056,SGR_ZONE_031,2023-09-28,9,Autumn,0,1,Retreated,Vehicle,56.0,Clear
EVT_031_01057,SGR_ZONE_031,2023-09-28,9,Autumn,22,1,Retreated,Foot Patrol,40.0,Snow
EVT_031_01058,SGR_ZONE_031,2023-12-27,12,Winter,23,0,Undetected,Foot Patrol,,Clear
EVT_031_01059,SGR_ZONE_031,2023-12-27,12,Winter,1,1,Retreated,Foot Patrol,59.0,Cloudy
EVT_031_01060,SGR_ZONE_031,2024-01-26,1,Winter,1,1,Alert Triggered,Foot Patrol,33.0,Clear
EVT_031_01061,SGR_ZONE_031,2024-01-26,1,Winter,0,0,Undetected,Unknown,,Fog
EVT_031_01062,SGR_ZONE_031,2024-03-26,3,Spring,1,1,Retreated,Foot Patrol,30.0,Clear
EVT_031_01063,SGR_ZONE_031,2024-08-23,8,Monsoon,1,0,Undetected,Foot Patrol,,Clear
EVT_031_01064,SGR_ZONE_031,2024-08-23,8,Monsoon,3,1,Retreated,Unknown,44.0,Cloudy
EVT_031_01065,SGR_ZONE_031,2024-11-21,11,Autumn,2,0,Undetected,Foot Patrol,,Clear
EVT_031_01066,SGR_ZONE_031,2024-11-21,11,Autumn,0,1,Retreated,Unknown,49.0,Clear
EVT_032_01067,SGR_ZONE_032,2023-01-01,1,Winter,0,1,Retreated,Vehicle,10.0,Cloudy
EVT_032_01068,SGR_ZONE_032,2023-01-01,1,Winter,0,1,Neutralized,Unknown,15.0,Clear
EVT_032_01069,SGR_ZONE_032,2023-01-01,1,Winter,1,1,Alert Triggered,Vehicle,17.0,Cloudy
EVT_032_01070,SGR_ZONE_032,2023-01-31,1,Winter,3,1,Neutralized,Foot Patrol,42.0,Clear
EVT_032_01071,SGR_ZONE_032,2023-01-31,1,Winter,1,1,Neutralized,Foot Patrol,49.0,Fog
EVT_032_01072,SGR_ZONE_032,2023-04-01,4,Spring,2,1,Neutralized,Foot Patrol,38.0,Cloudy
EVT_032_01073,SGR_ZONE_032,2023-04-01,4,Spring,22,0,Undetected,Drone (Suspicious),,Cloudy
EVT_032_01074,SGR_ZONE_032,2023-04-01,4,Spring,0,1,Retreated,Drone (Suspicious),25.0,Fog
EVT_032_01075,SGR_ZONE_032,2023-04-01,4,Spring,23,1,Neutralized,Foot Patrol,37.0,Cloudy
EVT_032_01076,SGR_ZONE_032,2023-05-31,5,Spring,2,1,Retreated,Vehicle,58.0,Cloudy
EVT_032_01077,SGR_ZONE_032,2023-05-31,5,Spring,0,1,Neutralized,Unknown,47.0,Cloudy
EVT_032_01078,SGR_ZONE_032,2023-09-28,9,Autumn,23,1,Neutralized,Drone (Suspicious),46.0,Clear
EVT_032_01079,SGR_ZONE_032,2023-09-28,9,Autumn,1,1,Retreated,Drone (Suspicious),55.0,Clear
EVT_032_01080,SGR_ZONE_032,2023-11-27,11,Autumn,22,1,Neutralized,Foot Patrol,50.0,Fog
EVT_032_01081,SGR_ZONE_032,2023-11-27,11,Autumn,3,1,Retreated,Unknown,8.0,Cloudy
EVT_032_01082,SGR_ZONE_032,2023-11-27,11,Autumn,0,1,Neutralized,Foot Patrol,10.0,Clear
EVT_032_01083,SGR_ZONE_032,2023-12-27,12,Winter,23,1,Neutralized,Unknown,41.0,Clear
EVT_032_01084,SGR_ZONE_032,2023-12-27,12,Winter,0,1,Neutralized,Vehicle,6.0,Fog
EVT_032_01085,SGR_ZONE_032,2024-01-26,1,Winter,3,1,Neutralized,Vehicle,29.0,Clear
EVT_032_01086,SGR_ZONE_032,2024-01-26,1,Winter,2,1,Neutralized,Drone (Suspicious),13.0,Cloudy
EVT_032_01087,SGR_ZONE_032,2024-02-25,2,Winter,4,1,Neutralized,Vehicle,45.0,Cloudy
EVT_032_01088,SGR_ZONE_032,2024-02-25,2,Winter,23,1,Neutralized,Foot Patrol,38.0,Snow
EVT_032_01089,SGR_ZONE_032,2024-02-25,2,Winter,23,0,Undetected,Foot Patrol,,Clear
EVT_032_01090,SGR_ZONE_032,2024-02-25,2,Winter,23,1,Alert Triggered,Unknown,40.0,Cloudy
EVT_032_01091,SGR_ZONE_032,2024-02-25,2,Winter,23,1,Retreated,Unknown,20.0,Clear
EVT_032_01092,SGR_ZONE_032,2024-03-26,3,Spring,1,0,Undetected,Unknown,,Clear
EVT_032_01093,SGR_ZONE_032,2024-03-26,3,Spring,0,0,Undetected,Vehicle,,Clear
EVT_032_01094,SGR_ZONE_032,2024-04-25,4,Spring,23,0,Undetected,Foot Patrol,,Cloudy
EVT_032_01095,SGR_ZONE_032,2024-04-25,4,Spring,23,1,Retreated,Foot Patrol,53.0,Clear
EVT_032_01096,SGR_ZONE_032,2024-04-25,4,Spring,0,1,Retreated,Vehicle,35.0,Fog
EVT_032_01097,SGR_ZONE_032,2024-04-25,4,Spring,4,1,Retreated,Foot Patrol,10.0,Clear
EVT_032_01098,SGR_ZONE_032,2024-04-25,4,Spring,22,1,Retreated,Foot Patrol,8.0,Cloudy
EVT_032_01099,SGR_ZONE_032,2024-04-25,4,Spring,3,0,Undetected,Unknown,,Fog
EVT_032_01100,SGR_ZONE_032,2024-04-25,4,Spring,3,0,Undetected,Drone (Suspicious),,Clear
EVT_032_01101,SGR_ZONE_032,2024-05-25,5,Spring,0,0,Undetected,Unknown,,Clear
EVT_032_01102,SGR_ZONE_032,2024-06-24,6,Monsoon,3,1,Retreated,Foot Patrol,15.0,Clear
EVT_032_01103,SGR_ZONE_032,2024-06-24,6,Monsoon,4,1,Neutralized,Foot Patrol,30.0,Cloudy
EVT_032_01104,SGR_ZONE_032,2024-06-24,6,Monsoon,23,1,Retreated,Vehicle,10.0,Clear
EVT_032_01105,SGR_ZONE_032,2024-09-22,9,Autumn,3,1,Neutralized,Foot Patrol,15.0,Fog
EVT_032_01106,SGR_ZONE_032,2024-09-22,9,Autumn,4,1,Retreated,Foot Patrol,29.0,Snow
EVT_032_01107,SGR_ZONE_032,2024-10-22,10,Autumn,0,1,Retreated,Foot Patrol,20.0,Clear
EVT_033_01108,SGR_ZONE_033,2023-01-01,1,Winter,23,1,Retreated,Foot Patrol,58.0,Fog
EVT_033_01109,SGR_ZONE_033,2023-01-01,1,Winter,23,1,Neutralized,Foot Patrol,39.0,Fog
EVT_033_01110,SGR_ZONE_033,2023-01-01,1,Winter,22,1,Neutralized,Unknown,39.0,Cloudy
EVT_033_01111,SGR_ZONE_033,2023-01-31,1,Winter,0,1,Alert Triggered,Foot Patrol,22.0,Cloudy
EVT_033_01112,SGR_ZONE_033,2023-01-31,1,Winter,23,0,Undetected,Foot Patrol,,Cloudy
EVT_033_01113,SGR_ZONE_033,2023-01-31,1,Winter,23,0,Undetected,Foot Patrol,,Fog
EVT_033_01114,SGR_ZONE_033,2023-01-31,1,Winter,2,1,Retreated,Unknown,15.0,Snow
EVT_033_01115,SGR_ZONE_033,2023-06-30,6,Monsoon,1,1,Neutralized,Unknown,52.0,Clear
EVT_033_01116,SGR_ZONE_033,2023-06-30,6,Monsoon,23,0,Undetected,Vehicle,,Clear
EVT_033_01117,SGR_ZONE_033,2023-06-30,6,Monsoon,0,1,Retreated,Vehicle,42.0,Cloudy
EVT_033_01118,SGR_ZONE_033,2023-08-29,8,Monsoon,22,1,Neutralized,Vehicle,6.0,Cloudy
EVT_033_01119,SGR_ZONE_033,2023-08-29,8,Monsoon,23,1,Alert Triggered,Vehicle,24.0,Clear
EVT_033_01120,SGR_ZONE_033,2023-09-28,9,Autumn,1,1,Retreated,Foot Patrol,47.0,Cloudy
EVT_033_01121,SGR_ZONE_033,2023-09-28,9,Autumn,22,0,Undetected,Foot Patrol,,Cloudy
EVT_033_01122,SGR_ZONE_033,2023-09-28,9,Autumn,1,1,Alert Triggered,Vehicle,37.0,Snow
EVT_033_01123,SGR_ZONE_033,2023-10-28,10,Autumn,2,0,Undetected,Foot Patrol,,Clear
EVT_033_01124,SGR_ZONE_033,2023-10-28,10,Autumn,0,1,Alert Triggered,Foot Patrol,33.0,Fog
EVT_033_01125,SGR_ZONE_033,2023-10-28,10,Autumn,2,1,Neutralized,Foot Patrol,24.0,Fog
EVT_033_01126,SGR_ZONE_033,2023-10-28,10,Autumn,0,0,Undetected,Foot Patrol,,Fog
EVT_033_01127,SGR_ZONE_033,2023-10-28,10,Autumn,22,1,Retreated,Unknown,19.0,Clear
EVT_033_01128,SGR_ZONE_033,2024-01-26,1,Winter,2,0,Undetected,Foot Patrol,,Fog
