Zone_ID,Week,Zone_Area_SqKm,Terrain_Difficulty,Patrols_Conducted,Morning_Shifts,Afternoon_Shifts,Night_Shifts,Coverage_Pct,Blind_Spots,Max_Gap_Hours,Vehicles_Available,Drones_Deployed,Readiness_Score,Alert_Level
SGR_ZONE_023,1,13.06,0.82,32,11,9,12,88.0,1,4.3,1,0,79.2,GREEN
SGR_ZONE_023,2,13.06,0.82,29,10,8,11,72.1,2,4.8,3,0,87.8,GREEN
SGR_ZONE_023,3,13.06,0.82,28,9,8,11,77.9,2,4.9,2,0,80.2,GREEN
SGR_ZONE_023,4,13.06,0.82,31,10,9,12,87.1,1,4.5,3,0,98.8,GREEN
SGR_ZONE_023,5,13.06,0.82,28,9,8,11,78.1,2,4.9,2,0,80.2,GREEN
SGR_ZONE_023,6,13.06,0.82,30,10,9,11,74.4,2,4.6,1,0,68.8,AMBER
SGR_ZONE_023,7,13.06,0.82,30,10,9,11,81.9,1,4.6,2,0,83.8,GREEN
SGR_ZONE_023,8,13.06,0.82,31,10,9,12,79.2,2,4.5,2,0,83.7,GREEN
SGR_ZONE_023,9,13.06,0.82,28,9,8,11,77.0,2,4.9,3,0,89.8,GREEN
SGR_ZONE_023,10,13.06,0.82,30,10,9,11,81.3,1,4.6,1,0,73.5,GREEN
SGR_ZONE_023,11,13.06,0.82,28,9,8,11,70.3,2,4.9,1,0,67.1,AMBER
SGR_ZONE_023,12,13.06,0.82,29,10,8,11,77.5,2,4.8,3,0,90.0,GREEN
SGR_ZONE_024,1,9.06,0.6,23,8,6,9,85.2,1,4.4,3,0,89.1,GREEN
SGR_ZONE_024,2,9.06,0.6,25,8,7,10,95.0,0,4.0,2,0,88.0,GREEN
SGR_ZONE_024,3,9.06,0.6,23,8,6,9,92.0,0,4.4,2,0,83.8,GREEN
SGR_ZONE_024,4,9.06,0.6,21,7,6,8,77.5,2,4.8,1,0,61.0,AMBER
SGR_ZONE_024,5,9.06,0.6,23,8,6,9,91.3,0,4.4,2,0,83.5,GREEN
SGR_ZONE_024,6,9.06,0.6,24,8,7,9,92.4,0,4.2,2,0,84.0,GREEN
SGR_ZONE_024,7,9.06,0.6,25,8,7,10,100.0,0,4.0,1,0,80.0,GREEN
SGR_ZONE_024,8,9.06,0.6,25,8,7,10,89.3,1,4.0,1,0,73.7,GREEN
SGR_ZONE_024,9,9.06,0.6,24,8,7,9,89.8,1,4.2,1,0,70.9,GREEN
SGR_ZONE_024,10,9.06,0.6,25,8,7,10,94.9,0,4.0,1,0,78.0,GREEN
SGR_ZONE_024,11,9.06,0.6,22,7,6,9,76.7,2,4.6,3,0,83.7,GREEN
SGR_ZONE_024,12,9.06,0.6,23,8,6,9,88.7,1,4.4,2,0,80.5,GREEN
SGR_ZONE_025,1,5.27,0.54,14,4,4,6,93.5,0,6.5,2,0,75.4,GREEN
SGR_ZONE_025,2,5.27,0.54,14,4,4,6,100.0,0,6.5,2,0,78.0,GREEN
SGR_ZONE_025,3,5.27,0.54,17,5,5,7,100.0,0,5.4,2,0,81.0,GREEN
SGR_ZONE_025,4,5.27,0.54,13,4,3,6,85.5,1,7.0,3,0,80.2,GREEN
SGR_ZONE_025,5,5.27,0.54,16,5,4,7,100.0,0,5.7,1,0,71.0,GREEN
SGR_ZONE_025,6,5.27,0.54,17,5,5,7,100.0,0,5.4,2,0,81.0,GREEN
SGR_ZONE_025,7,5.27,0.54,13,4,3,6,90.3,0,7.0,2,0,74.1,GREEN
SGR_ZONE_025,8,5.27,0.54,13,4,3,6,88.0,1,7.0,1,0,61.2,AMBER
SGR_ZONE_025,9,5.27,0.54,13,4,3,6,95.6,0,7.0,3,0,86.2,GREEN
SGR_ZONE_025,10,5.27,0.54,13,4,3,6,83.4,1,7.0,1,0,59.3,AMBER
SGR_ZONE_025,11,5.27,0.54,14,4,4,6,100.0,0,6.5,2,0,78.0,GREEN
SGR_ZONE_025,12,5.27,0.54,13,4,3,6,86.6,1,7.0,2,0,70.7,GREEN
SGR_ZONE_026,1,8.74,0.71,22,7,6,9,90.8,0,5.5,2,0,83.3,GREEN
SGR_ZONE_026,2,8.74,0.71,25,8,7,10,100.0,0,4.8,2,0,90.0,GREEN
SGR_ZONE_026,3,8.74,0.71,22,7,6,9,81.3,1,5.5,1,0,67.5,AMBER
SGR_ZONE_026,4,8.74,0.71,23,8,6,9,97.3,0,5.2,2,0,85.9,GREEN
SGR_ZONE_026,5,8.74,0.71,23,8,6,9,90.7,0,5.2,3,0,93.3,GREEN
SGR_ZONE_026,6,8.74,0.71,22,7,6,9,88.4,1,5.5,3,0,90.4,GREEN
SGR_ZONE_026,7,8.74,0.71,25,8,7,10,100.0,0,4.8,2,0,90.0,GREEN
SGR_ZONE_026,8,8.74,0.71,22,7,6,9,87.1,1,5.5,2,0,79.8,GREEN
SGR_ZONE_026,9,8.74,0.71,26,9,7,10,100.0,0,4.6,1,0,80.0,GREEN
SGR_ZONE_026,10,8.74,0.71,26,9,7,10,100.0,0,4.6,2,0,90.0,GREEN
SGR_ZONE_026,11,8.74,0.71,23,8,6,9,83.7,1,5.2,1,0,68.5,AMBER
SGR_ZONE_026,12,8.74,0.71,22,7,6,9,82.3,1,5.5,1,0,67.9,AMBER
SGR_ZONE_027,1,3.93,0.59,15,5,4,6,100.0,0,6.6,3,0,88.0,GREEN
SGR_ZONE_027,2,3.93,0.59,11,3,3,5,99.6,0,9.0,2,0,74.9,GREEN
SGR_ZONE_027,3,3.93,0.59,13,4,3,6,100.0,0,7.6,3,0,88.0,GREEN
SGR_ZONE_027,4,3.93,0.59,15,5,4,6,100.0,0,6.6,1,0,68.0,AMBER
SGR_ZONE_027,5,3.93,0.59,13,4,3,6,100.0,0,7.6,2,0,78.0,GREEN
SGR_ZONE_027,6,3.93,0.59,13,4,3,6,100.0,0,7.6,2,0,78.0,GREEN
SGR_ZONE_027,7,3.93,0.59,14,4,4,6,100.0,0,7.1,2,0,78.0,GREEN
SGR_ZONE_027,8,3.93,0.59,13,4,3,6,100.0,0,7.6,1,0,68.0,AMBER
SGR_ZONE_027,9,3.93,0.59,15,5,4,6,100.0,0,6.6,3,0,88.0,GREEN
SGR_ZONE_027,10,3.93,0.59,12,4,3,5,100.0,0,8.3,2,0,75.0,GREEN
SGR_ZONE_027,11,3.93,0.59,12,4,3,5,100.0,0,8.3,3,0,85.0,GREEN
SGR_ZONE_027,12,3.93,0.59,14,4,4,6,100.0,0,7.1,3,0,88.0,GREEN
SGR_ZONE_028,1,10.57,0.32,26,9,7,10,86.5,1,2.1,2,0,82.6,GREEN
SGR_ZONE_028,2,10.57,0.32,24,8,7,9,84.4,1,2.2,3,0,88.8,GREEN
SGR_ZONE_028,3,10.57,0.32,26,9,7,10,88.7,1,2.1,3,0,93.5,GREEN
SGR_ZONE_028,4,10.57,0.32,25,8,7,10,87.7,1,2.1,2,0,83.1,GREEN
SGR_ZONE_028,5,10.57,0.32,26,9,7,10,93.3,0,2.1,1,0,77.3,GREEN
SGR_ZONE_028,6,10.57,0.32,28,9,8,11,91.4,0,1.9,3,0,99.6,GREEN
SGR_ZONE_028,7,10.57,0.32,25,8,7,10,75.8,2,2.1,3,0,86.3,GREEN
SGR_ZONE_028,8,10.57,0.32,24,8,7,9,75.5,2,2.2,3,0,83.2,GREEN
SGR_ZONE_028,9,10.57,0.32,28,9,8,11,98.5,0,1.9,1,0,82.4,GREEN
SGR_ZONE_028,10,10.57,0.32,27,9,8,10,92.7,0,2.0,1,0,77.1,GREEN
SGR_ZONE_028,11,10.57,0.32,28,9,8,11,90.4,0,1.9,2,0,89.2,GREEN
SGR_ZONE_028,12,10.57,0.32,25,8,7,10,81.1,1,2.1,3,0,90.4,GREEN
SGR_ZONE_029,1,5.48,0.74,12,4,3,5,82.9,1,10.3,3,0,76.2,GREEN
SGR_ZONE_029,2,5.48,0.74,14,4,4,6,97.1,0,8.8,1,0,66.8,AMBER
SGR_ZONE_029,3,5.48,0.74,12,4,3,5,78.5,2,10.3,3,0,72.4,GREEN
SGR_ZONE_029,4,5.48,0.74,11,3,3,5,71.0,2,11.3,1,0,49.4,AMBER
SGR_ZONE_029,5,5.48,0.74,11,3,3,5,71.9,2,11.3,1,0,49.7,AMBER
SGR_ZONE_029,6,5.48,0.74,11,3,3,5,67.6,3,11.3,2,0,56.0,AMBER
SGR_ZONE_029,7,5.48,0.74,13,4,3,6,82.6,1,9.5,2,0,69.0,AMBER
SGR_ZONE_029,8,5.48,0.74,12,4,3,5,83.5,1,10.3,2,0,66.4,AMBER
SGR_ZONE_029,9,5.48,0.74,15,5,4,6,89.0,1,8.3,2,0,71.6,GREEN
SGR_ZONE_029,10,5.48,0.74,15,5,4,6,100.0,0,8.3,1,0,68.0,AMBER
SGR_ZONE_029,11,5.48,0.74,12,4,3,5,78.3,2,10.3,1,0,52.3,AMBER
SGR_ZONE_029,12,5.48,0.74,12,4,3,5,80.8,1,10.3,1,0,55.3,AMBER
SGR_ZONE_030,1,2.14,0.4,7,2,2,3,100.0,0,9.5,1,0,59.0,AMBER
SGR_ZONE_030,2,2.14,0.4,5,1,1,3,85.7,1,13.3,2,0,61.3,AMBER
SGR_ZONE_030,3,2.14,0.4,9,3,2,4,100.0,0,7.4,1,0,62.0,AMBER
SGR_ZONE_030,4,2.14,0.4,8,2,2,4,100.0,0,8.3,2,0,72.0,GREEN
SGR_ZONE_030,5,2.14,0.4,6,2,1,3,97.5,0,11.1,3,0,78.0,GREEN
SGR_ZONE_030,6,2.14,0.4,5,1,1,3,79.6,2,13.3,3,0,66.8,AMBER
SGR_ZONE_030,7,2.14,0.4,6,2,1,3,96.0,0,11.1,3,0,77.4,GREEN
SGR_ZONE_030,8,2.14,0.4,7,2,2,3,100.0,0,9.5,1,0,59.0,AMBER
SGR_ZONE_030,9,2.14,0.4,7,2,2,3,100.0,0,9.5,3,0,79.0,GREEN
SGR_ZONE_030,10,2.14,0.4,6,2,1,3,100.0,0,11.1,2,0,69.0,AMBER
SGR_ZONE_030,11,2.14,0.4,9,3,2,4,100.0,0,7.4,2,0,72.0,GREEN
SGR_ZONE_030,12,2.14,0.4,8,2,2,4,100.0,0,8.3,3,0,82.0,GREEN
SGR_ZONE_031,1,9.74,0.34,26,9,7,10,87.0,1,2.2,1,0,72.8,GREEN
SGR_ZONE_031,2,9.74,0.34,23,8,6,9,81.4,1,2.5,1,0,67.6,AMBER
SGR_ZONE_031,3,9.74,0.34,22,7,6,9,76.1,2,2.6,1,0,63.5,AMBER
SGR_ZONE_031,4,9.74,0.34,22,7,6,9,81.4,1,2.6,2,0,77.6,GREEN
SGR_ZONE_031,5,9.74,0.34,22,7,6,9,74.6,2,2.6,3,0,82.8,GREEN
SGR_ZONE_031,6,9.74,0.34,23,8,6,9,86.3,1,2.5,3,0,89.5,GREEN
SGR_ZONE_031,7,9.74,0.34,23,8,6,9,75.9,2,2.5,1,0,63.3,AMBER
SGR_ZONE_031,8,9.74,0.34,25,8,7,10,93.3,0,2.3,1,0,77.3,GREEN
SGR_ZONE_031,9,9.74,0.34,26,9,7,10,96.5,0,2.2,1,0,78.6,GREEN
SGR_ZONE_031,10,9.74,0.34,22,7,6,9,73.6,2,2.6,2,0,72.5,GREEN
SGR_ZONE_031,11,9.74,0.34,24,8,7,9,88.7,1,2.4,1,0,70.5,GREEN
SGR_ZONE_031,12,9.74,0.34,22,7,6,9,80.7,1,2.6,2,0,77.3,GREEN
SGR_ZONE_032,1,10.28,0.99,22,7,6,9,78.0,2,7.5,3,0,84.2,GREEN
SGR_ZONE_032,2,10.28,0.99,23,8,6,9,72.4,2,7.2,2,0,72.0,GREEN
SGR_ZONE_032,3,10.28,0.99,23,8,6,9,80.5,1,7.2,1,0,67.2,AMBER
SGR_ZONE_032,4,10.28,0.99,23,8,6,9,80.2,1,7.2,2,0,77.1,GREEN
SGR_ZONE_032,5,10.28,0.99,26,9,7,10,92.6,0,6.4,3,0,97.1,GREEN
SGR_ZONE_032,6,10.28,0.99,23,8,6,9,78.0,2,7.2,1,0,64.2,AMBER
SGR_ZONE_032,7,10.28,0.99,23,8,6,9,82.8,1,7.2,3,0,88.1,GREEN
SGR_ZONE_032,8,10.28,0.99,24,8,7,9,79.8,2,6.9,2,0,74.9,GREEN
SGR_ZONE_032,9,10.28,0.99,22,7,6,9,78.1,2,7.5,3,0,84.2,GREEN
SGR_ZONE_032,10,10.28,0.99,25,8,7,10,80.1,1,6.6,2,0,80.1,GREEN
SGR_ZONE_032,11,10.28,0.99,24,8,7,9,85.4,1,6.9,2,0,79.2,GREEN
SGR_ZONE_032,12,10.28,0.99,25,8,7,10,86.9,1,6.6,1,0,72.8,GREEN
SGR_ZONE_033,1,9.0,0.76,23,8,6,9,91.3,0,5.6,1,0,73.5,GREEN
SGR_ZONE_033,2,9.0,0.76,23,8,6,9,96.6,0,5.6,2,0,85.6,GREEN
SGR_ZONE_033,3,9.0,0.76,24,8,7,9,100.0,0,5.3,2,0,87.0,GREEN
SGR_ZONE_033,4,9.0,0.76,24,8,7,9,100.0,0,5.3,1,0,77.0,GREEN
SGR_ZONE_033,5,9.0,0.76,23,8,6,9,97.5,0,5.6,3,0,96.0,GREEN
SGR_ZONE_033,6,9.0,0.76,24,8,7,9,100.0,0,5.3,1,0,77.0,GREEN
SGR_ZONE_033,7,9.0,0.76,22,7,6,9,85.6,1,5.8,1,0,69.3,AMBER
SGR_ZONE_033,8,9.0,0.76,25,8,7,10,100.0,0,5.1,3,0,100.0,GREEN
SGR_ZONE_033,9,9.0,0.76,22,7,6,9,91.1,0,5.8,1,0,73.5,GREEN
SGR_ZONE_033,10,9.0,0.76,25,8,7,10,100.0,0,5.1,2,0,90.0,GREEN
SGR_ZONE_033,11,9.0,0.76,22,7,6,9,81.3,1,5.8,2,0,77.5,GREEN
SGR_ZONE_033,12,9.0,0.76,23,8,6,9,87.9,1,5.6,2,0,80.2,GREEN
SGR_ZONE_034,1,9.66,0.49,24,8,7,9,82.4,1,3.5,1,0,67.9,AMBER
SGR_ZONE_034,2,9.66,0.49,27,9,8,10,94.7,0,3.1,2,0,87.9,GREEN
SGR_ZONE_034,3,9.66,0.49,28,9,8,11,100.0,0,3.0,3,0,100.0,GREEN
SGR_ZONE_034,4,9.66,0.49,27,9,8,10,97.7,0,3.1,3,0,99.1,GREEN
SGR_ZONE_034,5,9.66,0.49,26,9,7,10,100.0,0,3.2,2,0,90.0,GREEN
SGR_ZONE_034,6,9.66,0.49,24,8,7,9,91.9,0,3.5,3,0,93.7,GREEN
SGR_ZONE_034,7,9.66,0.49,27,9,8,10,100.0,0,3.1,2,0,90.0,GREEN
SGR_ZONE_034,8,9.66,0.49,28,9,8,11,100.0,0,3.0,2,0,93.0,GREEN
SGR_ZONE_034,9,9.66,0.49,25,8,7,10,85.0,1,3.3,1,0,72.0,GREEN
SGR_ZONE_034,10,9.66,0.49,25,8,7,10,84.8,1,3.3,2,0,81.9,GREEN
SGR_ZONE_034,11,9.66,0.49,26,9,7,10,100.0,0,3.2,1,0,80.0,GREEN
SGR_ZONE_034,12,9.66,0.49,28,9,8,11,100.0,0,3.0,3,0,100.0,GREEN
SGR_ZONE_035,1,13.49,0.95,28,9,8,11,67.6,3,5.7,2,0,74.0,GREEN
SGR_ZONE_035,2,13.49,0.95,30,10,9,11,81.4,1,5.3,2,0,83.5,GREEN
SGR_ZONE_035,3,13.49,0.95,28,9,8,11,67.3,3,5.7,3,0,83.9,GREEN
SGR_ZONE_035,4,13.49,0.95,32,11,9,12,78.4,2,5.0,3,0,93.3,GREEN
SGR_ZONE_035,5,13.49,0.95,28,9,8,11,73.9,2,5.7,2,0,78.6,GREEN
SGR_ZONE_035,6,13.49,0.95,32,11,9,12,76.4,2,5.0,1,0,72.5,GREEN
SGR_ZONE_035,7,13.49,0.95,30,10,9,11,74.1,2,5.3,1,0,68.6,AMBER
SGR_ZONE_035,8,13.49,0.95,28,9,8,11,65.7,3,5.7,2,0,73.3,GREEN
SGR_ZONE_035,9,13.49,0.95,31,10,9,12,73.0,2,5.1,3,0,91.2,GREEN
SGR_ZONE_035,10,13.49,0.95,28,9,8,11,73.3,2,5.7,3,0,88.3,GREEN
SGR_ZONE_035,11,13.49,0.95,29,10,8,11,73.6,2,5.5,3,0,88.5,GREEN
SGR_ZONE_035,12,13.49,0.95,30,10,9,11,80.9,1,5.3,2,0,83.3,GREEN
SGR_ZONE_036,1,8.92,0.97,25,8,7,10,92.3,0,6.5,1,0,76.9,GREEN
SGR_ZONE_036,2,8.92,0.97,23,8,6,9,90.9,0,7.1,2,0,83.4,GREEN
SGR_ZONE_036,3,8.92,0.97,26,9,7,10,100.0,0,6.3,3,0,100.0,GREEN
SGR_ZONE_036,4,8.92,0.97,23,8,6,9,91.6,0,7.1,1,0,73.6,GREEN
SGR_ZONE_036,5,8.92,0.97,26,9,7,10,100.0,0,6.3,3,0,100.0,GREEN
SGR_ZONE_036,6,8.92,0.97,25,8,7,10,100.0,0,6.5,3,0,100.0,GREEN
SGR_ZONE_036,7,8.92,0.97,22,7,6,9,84.6,1,7.4,1,0,68.9,AMBER
SGR_ZONE_036,8,8.92,0.97,22,7,6,9,93.6,0,7.4,3,0,94.4,GREEN
SGR_ZONE_036,9,8.92,0.97,24,8,7,9,98.6,0,6.8,3,0,96.4,GREEN
SGR_ZONE_036,10,8.92,0.97,26,9,7,10,100.0,0,6.3,2,0,90.0,GREEN
SGR_ZONE_036,11,8.92,0.97,22,7,6,9,80.1,1,7.4,3,0,87.0,GREEN
SGR_ZONE_036,12,8.92,0.97,23,8,6,9,85.4,1,7.1,3,0,89.2,GREEN
SGR_ZONE_037,1,4.97,0.94,14,4,4,6,100.0,0,11.2,1,0,68.0,AMBER
SGR_ZONE_037,2,4.97,0.94,15,5,4,6,100.0,0,10.5,2,0,78.0,GREEN
SGR_ZONE_037,3,4.97,0.94,15,5,4,6,100.0,0,10.5,1,0,68.0,AMBER
SGR_ZONE_037,4,4.97,0.94,11,3,3,5,83.0,1,14.3,3,0,76.2,GREEN
SGR_ZONE_037,5,4.97,0.94,12,4,3,5,90.2,0,13.1,1,0,61.1,AMBER
SGR_ZONE_037,6,4.97,0.94,13,4,3,6,89.8,1,12.1,3,0,81.9,GREEN
SGR_ZONE_037,7,4.97,0.94,12,4,3,5,87.2,1,13.1,2,0,67.9,AMBER
SGR_ZONE_037,8,4.97,0.94,14,4,4,6,100.0,0,11.2,2,0,78.0,GREEN
SGR_ZONE_037,9,4.97,0.94,15,5,4,6,100.0,0,10.5,2,0,78.0,GREEN
SGR_ZONE_037,10,4.97,0.94,14,4,4,6,99.5,0,11.2,1,0,67.8,AMBER
SGR_ZONE_037,11,4.97,0.94,14,4,4,6,96.0,0,11.2,2,0,76.4,GREEN
SGR_ZONE_037,12,4.97,0.94,11,3,3,5,74.4,2,14.3,3,0,70.8,GREEN
SGR_ZONE_038,1,13.08,0.99,34,11,10,13,93.4,0,4.9,3,0,100.0,GREEN
SGR_ZONE_038,2,13.08,0.99,34,11,10,13,93.6,0,4.9,3,0,100.0,GREEN
SGR_ZONE_038,3,13.08,0.99,35,12,10,13,85.1,1,4.8,2,0,91.0,GREEN
SGR_ZONE_038,4,13.08,0.99,33,11,9,13,83.4,1,5.1,3,0,100.0,GREEN
SGR_ZONE_038,5,13.08,0.99,32,11,9,12,79.4,2,5.2,2,0,83.8,GREEN
SGR_ZONE_038,6,13.08,0.99,35,12,10,13,98.9,0,4.8,3,0,100.0,GREEN
SGR_ZONE_038,7,13.08,0.99,35,12,10,13,97.6,0,4.8,3,0,100.0,GREEN
SGR_ZONE_038,8,13.08,0.99,35,12,10,13,95.1,0,4.8,2,0,97.1,GREEN
SGR_ZONE_038,9,13.08,0.99,34,11,10,13,92.0,0,4.9,3,0,100.0,GREEN
SGR_ZONE_038,10,13.08,0.99,33,11,9,13,93.9,0,5.1,1,0,86.6,GREEN
SGR_ZONE_038,11,13.08,0.99,35,12,10,13,98.4,0,4.8,1,0,88.4,GREEN
SGR_ZONE_038,12,13.08,0.99,33,11,9,13,94.1,0,5.1,3,0,100.0,GREEN
SGR_ZONE_039,1,5.56,0.99,13,4,3,6,89.7,1,12.8,3,0,81.9,GREEN
SGR_ZONE_039,2,5.56,0.99,13,4,3,6,79.4,2,12.8,1,0,55.8,AMBER
SGR_ZONE_039,3,5.56,0.99,12,4,3,5,80.7,1,13.8,2,0,65.3,AMBER
SGR_ZONE_039,4,5.56,0.99,15,5,4,6,95.8,0,11.1,2,0,76.3,GREEN
SGR_ZONE_039,5,5.56,0.99,12,4,3,5,83.0,1,13.8,1,0,56.2,AMBER
SGR_ZONE_039,6,5.56,0.99,14,4,4,6,95.2,0,11.9,3,0,86.1,GREEN
SGR_ZONE_039,7,5.56,0.99,14,4,4,6,94.5,0,11.9,1,0,65.8,AMBER
SGR_ZONE_039,8,5.56,0.99,15,5,4,6,100.0,0,11.1,2,0,78.0,GREEN
SGR_ZONE_039,9,5.56,0.99,12,4,3,5,70.0,2,13.8,3,0,69.0,AMBER
SGR_ZONE_039,10,5.56,0.99,12,4,3,5,79.1,2,13.8,1,0,52.6,AMBER
SGR_ZONE_039,11,5.56,0.99,12,4,3,5,72.4,2,13.8,2,0,60.0,AMBER
SGR_ZONE_039,12,5.56,0.99,16,5,4,7,99.0,0,10.4,3,0,90.6,GREEN
SGR_ZONE_040,1,14.8,0.4,35,12,10,13,84.8,1,1.9,2,0,90.9,GREEN
SGR_ZONE_040,2,14.8,0.4,36,12,10,14,87.2,1,1.9,1,0,84.9,GREEN
SGR_ZONE_040,3,14.8,0.4,37,12,11,14,90.8,0,1.8,3,0,100.0,GREEN
SGR_ZONE_040,4,14.8,0.4,36,12,10,14,78.4,2,1.9,1,0,79.4,GREEN
SGR_ZONE_040,5,14.8,0.4,37,12,11,14,93.9,0,1.8,3,0,100.0,GREEN
SGR_ZONE_040,6,14.8,0.4,37,12,11,14,89.6,1,1.8,2,0,95.9,GREEN
SGR_ZONE_040,7,14.8,0.4,35,12,10,13,79.4,2,1.9,2,0,86.8,GREEN
SGR_ZONE_040,8,14.8,0.4,34,11,10,13,73.6,2,2.0,1,0,74.4,GREEN
SGR_ZONE_040,9,14.8,0.4,34,11,10,13,84.6,1,2.0,2,0,90.9,GREEN
SGR_ZONE_040,10,14.8,0.4,35,12,10,13,89.2,1,1.9,2,0,92.7,GREEN
SGR_ZONE_040,11,14.8,0.4,35,12,10,13,86.6,1,1.9,2,0,91.6,GREEN
SGR_ZONE_040,12,14.8,0.4,35,12,10,13,77.1,2,1.9,1,0,75.8,GREEN
SGR_ZONE_041,1,14.37,0.39,31,10,9,12,81.1,1,2.1,3,0,96.5,GREEN
SGR_ZONE_041,2,14.37,0.39,31,10,9,12,77.7,2,2.1,2,0,83.1,GREEN
SGR_ZONE_041,3,14.37,0.39,34,11,10,13,86.1,1,1.9,2,0,91.4,GREEN
SGR_ZONE_041,4,14.37,0.39,33,11,9,13,79.0,2,2.0,3,0,96.6,GREEN
SGR_ZONE_041,5,14.37,0.39,34,11,10,13,82.4,1,1.9,2,0,89.9,GREEN
SGR_ZONE_041,6,14.37,0.39,32,11,9,12,81.2,1,2.0,3,0,96.5,GREEN
SGR_ZONE_041,7,14.37,0.39,33,11,9,13,72.4,2,2.0,2,0,83.9,GREEN
SGR_ZONE_041,8,14.37,0.39,33,11,9,13,82.6,1,2.0,3,0,100.0,GREEN
SGR_ZONE_041,9,14.37,0.39,34,11,10,13,76.5,2,1.9,1,0,75.6,GREEN
SGR_ZONE_041,10,14.37,0.39,33,11,9,13,75.0,2,2.0,3,0,95.0,GREEN
SGR_ZONE_041,11,14.37,0.39,34,11,10,13,85.2,1,1.9,1,0,81.1,GREEN
SGR_ZONE_041,12,14.37,0.39,35,12,10,13,86.3,1,1.9,3,0,100.0,GREEN
SGR_ZONE_042,1,4.1,0.31,15,5,4,6,100.0,0,3.5,1,0,68.0,AMBER
SGR_ZONE_042,2,4.1,0.31,13,4,3,6,100.0,0,4.1,2,0,78.0,GREEN
SGR_ZONE_042,3,4.1,0.31,13,4,3,6,100.0,0,4.1,1,0,68.0,AMBER
SGR_ZONE_042,4,4.1,0.31,11,3,3,5,99.3,0,4.8,1,0,64.7,AMBER
SGR_ZONE_042,5,4.1,0.31,15,5,4,6,100.0,0,3.5,1,0,68.0,AMBER
SGR_ZONE_042,6,4.1,0.31,14,4,4,6,100.0,0,3.8,2,0,78.0,GREEN
SGR_ZONE_042,7,4.1,0.31,14,4,4,6,100.0,0,3.8,2,0,78.0,GREEN
SGR_ZONE_042,8,4.1,0.31,11,3,3,5,94.4,0,4.8,1,0,62.8,AMBER
SGR_ZONE_042,9,4.1,0.31,14,4,4,6,100.0,0,3.8,2,0,78.0,GREEN
SGR_ZONE_042,10,4.1,0.31,14,4,4,6,100.0,0,3.8,2,0,78.0,GREEN
SGR_ZONE_042,11,4.1,0.31,14,4,4,6,100.0,0,3.8,2,0,78.0,GREEN
SGR_ZONE_042,12,4.1,0.31,13,4,3,6,100.0,0,4.1,2,0,78.0,GREEN
SGR_ZONE_043,1,6.67,0.57,19,6,5,8,100.0,0,5.0,3,0,94.0,GREEN
SGR_ZONE_043,2,6.67,0.57,16,5,4,7,85.7,1,6.0,2,0,73.3,GREEN
SGR_ZONE_043,3,6.67,0.57,16,5,4,7,78.6,2,6.0,2,0,68.4,AMBER
SGR_ZONE_043,4,6.67,0.57,16,5,4,7,77.7,2,6.0,1,0,58.1,AMBER
SGR_ZONE_043,5,6.67,0.57,19,6,5,8,96.6,0,5.0,2,0,82.6,GREEN
SGR_ZONE_043,6,6.67,0.57,18,6,5,7,91.1,0,5.3,2,0,77.4,GREEN
SGR_ZONE_043,7,6.67,0.57,15,5,4,6,79.9,2,6.4,3,0,76.0,GREEN
SGR_ZONE_043,8,6.67,0.57,15,5,4,6,75.9,2,6.4,1,0,54.3,AMBER
SGR_ZONE_043,9,6.67,0.57,18,6,5,7,88.9,1,5.3,1,0,64.5,AMBER
SGR_ZONE_043,10,6.67,0.57,19,6,5,8,94.9,0,5.0,1,0,72.0,GREEN
SGR_ZONE_043,11,6.67,0.57,17,5,5,7,93.3,0,5.6,2,0,78.3,GREEN
SGR_ZONE_043,12,6.67,0.57,16,5,4,7,81.7,1,6.0,2,0,71.7,GREEN
SGR_ZONE_044,1,3.89,0.61,13,4,3,6,100.0,0,7.9,2,0,78.0,GREEN
SGR_ZONE_044,2,3.89,0.61,13,4,3,6,100.0,0,7.9,3,0,88.0,GREEN
SGR_ZONE_044,3,3.89,0.61,14,4,4,6,100.0,0,7.4,1,0,68.0,AMBER
SGR_ZONE_044,4,3.89,0.61,10,3,3,4,98.6,0,10.3,3,0,81.4,GREEN
SGR_ZONE_044,5,3.89,0.61,13,4,3,6,100.0,0,7.9,2,0,78.0,GREEN
SGR_ZONE_044,6,3.89,0.61,11,3,3,5,96.8,0,9.4,1,0,63.7,AMBER
SGR_ZONE_044,7,3.89,0.61,13,4,3,6,100.0,0,7.9,1,0,68.0,AMBER
SGR_ZONE_044,8,3.89,0.61,12,4,3,5,100.0,0,8.6,1,0,65.0,AMBER
SGR_ZONE_044,9,3.89,0.61,12,4,3,5,100.0,0,8.6,1,0,65.0,AMBER
SGR_ZONE_044,10,3.89,0.61,12,4,3,5,100.0,0,8.6,2,0,75.0,GREEN
SGR_ZONE_044,11,3.89,0.61,13,4,3,6,100.0,0,7.9,3,0,88.0,GREEN
SGR_ZONE_044,12,3.89,0.61,12,4,3,5,100.0,0,8.6,1,0,65.0,AMBER
SGR_ZONE_045,1,10.31,0.91,24,8,7,9,80.1,1,6.4,2,0,77.1,GREEN
SGR_ZONE_045,2,10.31,0.91,26,9,7,10,83.6,1,5.9,2,0,81.4,GREEN
